real_name,constraint,obs
0,-1.2468448800000000443,0.0026445879699999999199
1,-1.2399474500000000621,0.003957360319999999633
2,-1.2287877000000000383,0.0042933172900000001956
3,-1.2323459900000000022,0.0091822137800000001862
4,-1.2429879100000000847,0.0013677781200000000035
5,-1.2326528299999999216,0.0078446568000000004711
6,-1.2477450900000000011,0.00017626214999999999765
7,-1.2548756700000001096,0.00038459154399999998571
8,-1.2267639800000000871,0.020206757999999998276
9,-1.2429313500000001014,0.056370140600000000208
10,-1.220862389999999964,0.0077547116400000001141
11,-1.2490796200000000571,0.0005772583039999999591
12,-1.2331011999999998974,0.0089158845800000000731
13,-1.2586645100000000141,0.0060378829500000001651
14,-1.2421918300000001079,0.014142540500000000056
15,-1.2560851399999999334,0.006194787559999999707
16,-1.2566678899999998986,0.00095178871300000003966
17,-1.2271719899999999903,0.0085563110099999995645
18,-1.2570403800000000683,0.0041106045000000000778
19,-1.2400579099999999855,0.0018813884699999999708
base,-1.2463252499999999401,0.00034696638500000001821
