real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
cand_0_sv:0.01    ,123.10679733373682154,-15.351852172999997492,-35.725399725999999134,13.705887716800003062,-18.104220502057486897,-24.061755344830555003,19.692712555157534382,18.268477995825250559,-25.87476891226464204
cand_0_sv:0.1     ,69.172474787616337721,-5.9539026169999971216,-30.280026052000003745,18.541154212199991491,-9.1597685509090922551,-22.69176010048716563,31.680291396955681194,27.209756778367825802,-20.929180233084387908
cand_0_sv:0.2     ,40.148678949936289939,-2.871580886999993254,-25.865131876999996052,23.91367254960000821,3.1764054071463192486,-19.472789974228849275,46.688119531799863182,39.488029518904383508,-14.346345535456244136
cand_0_sv:0.5     ,43.193949450646378807,4.7040219350000000986,-12.991863225999999543,40.031227550800011272,55.329521218626638301,0.90045639536768362632,102.37452657924563937,91.124017484681630208,12.272071161600287326
cand_0_sv:0.8     ,177.39365673676863366,12.279624734999998736,-0.11859460000000154878,56.148782584799988626,130.19952802627645383,37.348206823778738794,174.05531762258905815,164.96176006440478545,49.195356723061102855
cand_0_sv:1       ,339.49235662261372681,17.330026664999991226,8.4635846919999977445,65.193275650599986193,192.73336061719783174,70.576986869592388985,230.72828036731613111,226.52122978928713337,61.822502316099999575
cand_1_sv:0.01    ,222.06702434478734176,-11.92492566599999293,-90.450702031000005832,0.3427335201999976988,4.6609530927053981486,7.4032220622409781186,-11.198459954750367373,-11.73978168086095053,20.710069385184304736
cand_1_sv:0.1     ,158.05746231294665449,-3.0191158390000225609,-85.299317349999995486,4.9793781407999979649,17.461898223505556871,6.2575303877614842918,3.645483587315981211,-8.1688627087293319562,15.907233239867757391
cand_1_sv:0.2     ,113.90735984477372256,2.2910584790000143585,-80.594483221999993816,10.13120548819999911,33.845323130653497401,6.4750457744631972901,21.666128961533786423,-2.0660968827777104195,11.650006950958044172
cand_1_sv:0.5     ,76.069984636642928422,9.5946115509999998494,-68.397085297999993259,25.586687542399999984,96.63866627465796455,16.541314798567768207,85.37464306304997308,29.726904233580398795,5.694695944253901132
cand_1_sv:0.8     ,156.80653305232769412,16.89816461700000616,-56.199687358999995013,41.04216959780000451,179.89661207149157462,40.728168120977102262,163.55302406935032877,81.746960791385447465,9.9639368412060207447
cand_1_sv:1       ,276.5053004232818239,21.767199980000000892,-48.068088772000010067,51.345824329599999203,246.77113305111748787,64.697506133147115293,223.71075973756930466,127.66425154831352984,18.490404045811096978
cand_2_sv:0.01    ,72.212065159627755406,-7.6902714340000102311,-11.017763701000003351,4.6387770031999977505,9.8589496894888952738,-14.210041063085583346,10.843351371451962706,3.1744292888237453099,-22.41657585325909352
cand_2_sv:0.1     ,50.315198105438653897,-5.5168443759999945541,0.2944612660000025528,10.437344907399999983,41.535187777815622212,-18.034813109087654226,19.952416998105324097,14.709591922933562103,-24.147854805216425689
cand_2_sv:0.2     ,45.98551488804334042,-5.777240725999988058,12.269085642000000291,16.880198138800004415,54.326931895725465438,-23.299879229500660927,30.45819288773358835,30.37885944792745363,-24.553705627045054882
cand_2_sv:0.5     ,125.49950358013178686,-9.4705573499999928799,47.545819065999992858,36.208757838000003915,111.36101839272316738,-14.930945777679951902,64.40452168051686499,95.401947125078976342,-16.185200558610233657
cand_2_sv:0.8     ,336.6066451834583404,-13.163873940000001994,82.822552669999993213,55.537317524200005892,196.38338607391239066,29.684185358394117316,101.99435220722409667,187.44796251406307874,6.5623908560612598251
cand_2_sv:1       ,550.452046848674172,-15.626085019999976566,106.34037505000000579,68.423024004200001968,268.61400980269996808,79.564382749613244528,129.07840687233706944,263.82471044000737947,29.7158330887107347
cand_3_sv:0.01    ,144.12485213236399773,-20.791767335999992383,-38.900591081999991161,3.2800685300000029798,15.578173352006103869,-0.62912813492681607386,2.7541377596458520571,-4.2502598783990279685,-20.96123351176706251
cand_3_sv:0.1     ,89.597700832637016788,-12.034640779999989491,-34.067034685999992405,7.75889879819999706,22.699724099640775421,-2.7461670757582226088,12.304709554778840541,-0.54944367244873504319,-19.64508052693545892
cand_3_sv:0.2     ,49.812391750970768101,-2.3045001539999816487,-28.696416488000007661,12.735376878599996786,32.740835009770961506,-3.5771842741271484556,24.398346927096451253,5.6057635201422968407,-17.300707487728224976
cand_3_sv:0.5     ,54.758310241924384343,5.1311591840000119191,-17.418953534999999988,27.664811110400002292,72.268692996774575477,2.7241522471687247275,70.038570317196985116,36.975737921603410996,-4.6971830781394281473
cand_3_sv:0.8     ,171.45418530921696743,12.014441255000008368,-6.2642410660000038547,42.59424538199999688,121.46714828936401886,21.227417724406301147,129.71776070008863257,87.702241597643862292,16.261949294049983905
cand_3_sv:1       ,310.80716828288524312,16.60329599499999631,1.1722338759999999525,52.547201458199992885,165.18998166323058285,41.430701207933296359,177.30331343339196337,132.27353791480675227,34.876708557623544493
cand_4_sv:0.01    ,128.84630550332894927,-20.049743141999996965,-25.84278279100000475,5.5483680190000015386,-44.463729814200661394,-2.1001339544927546399,-10.341384967002937856,-11.414062955282766154,-17.117607188505331806
cand_4_sv:0.1     ,80.763199886028530727,-11.930437946999987275,-21.361292991999992097,9.7009833287999960305,-36.973754659667747546,-4.5729684383332909192,-0.24146657652938152694,-8.1562260040510246029,-15.370683406884655398
