real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,184.04723791243068831,-20.766872253000002502,-45.811375139999995554,-1.2859345859999997685,-21.55855186098779086,-3.3928636771506859304,-1.7528448099559792439,1.3733881339780467101,-25.212253992633151256
2,243.22055367135763504,-31.592734507999992388,-30.483174177999998733,-1.5115828650000011635,-90.915259685802055856,-5.5648463526961577941,-65.400731603159854899,9.5698030700438039275,-33.881982317627581835
4,294.39845257915339971,-24.177906425999992734,-94.346373822000003884,1.1735498815999978461,-99.094094468259385167,9.3677658918405484201,-13.23685956185563839,-15.951719439553970759,-11.390415950965575576
5,194.28756710566548804,-33.089145150000007334,-1.2805304129999957041,-2.3398214683999949415,-17.953078256078654817,-2.8621237978483478059,5.0202587248164967093,5.5722381068244715152,-29.208555289047193781
7,186.86788380855344371,-25.19411221400001466,-32.520271919999999,-0.099297796599993048972,-46.424554633011823057,-3.792482381209154596,-39.197306848815429703,5.8077415729881067818,-38.342397993952488378
8,191.6092026138584572,-17.934386218000000213,-40.746531598999993662,1.4808427327999957868,-31.946551005924447963,-9.1642191465159470454,-33.151893234126902144,7.6084872688445699396,-32.949515502683368595
9,283.45359050321548011,-37.276426488000005577,-42.484181801000005407,-2.2934488540000010914,-83.250193983686585852,-8.8088863272335302668,-15.755095180592201487,-8.7820413155565013597,-30.764453748272607925
10,195.36349683503982533,-23.640397093000004247,-55.846675696000005473,-1.7498446045999997978,-21.388950229485800492,-2.3371484588528090853,4.3892717900473128267,-2.173941959417490466,-30.012584682224535015
12,248.14539144952937022,-37.803682098000010114,-22.747804856999998435,-1.0381156900000014787,-59.642777665722135794,-5.6930131663143441756,-2.5256184773354011242,9.2327699959855067391,-20.955471981068580334
13,185.22117508551346532,-32.621389260000000831,-28.609446786999995993,1.3030937259999966216,-59.952766354523419068,-10.922821138700680166,-8.8449810559149391054,2.1441270680201043319,-36.242394778003188094
14,217.40884757827618046,-26.474893506999983117,-10.459277513000003523,-0.1188800537999998852,-52.872506722150632186,-8.9458349780194019729,-23.676679135903750506,-3.4578391339288572226,-40.844824344647150838
15,134.44446780465813163,-17.967920594999995387,-48.419560802000006561,5.7167114826000009487,-79.651119807133667905,-14.975087657656679596,-5.5336301288120628428,-7.5395852490738342055,-9.8419749329304906382
17,48.222488824367964355,-7.9572620270000129494,-3.8581059060000022498,-1.2917934324000022173,5.1309747503357812093,-0.3069510373206938425,2.9569707163272305195,-1.9029735299885501831,-45.319790124497309591
18,187.63949356764598519,-16.600260867000002918,-57.051548167000007084,-0.56614247899999980973,-86.397060431266822889,-0.97116219909467815796,-6.6552172319331468486,-5.2258684309043452743,-37.199127347530406951
19,304.52672804265029072,-34.147838164999996025,-71.219363275999995722,-0.44371701340000235803,-33.050898835799898734,-0.73238212652952228154,-10.149514251538667153,-5.4947614654445153803,-32.178671622988083811
base,234.56280365515681297,-27.018842521999999917,-52.309175660999997604,0.22891889800000164712,-68.918163798021737421,3.5774973715428757259,-20.618363951706772497,-10.925189381799860655,-31.96090570615606552
