real_name,par1,par2
dv_cand_sv:2.16e-06,1.41135,1.46293
dv_cand_sv:2.16e-05,1.41135,1.46294
dv_cand_sv:0.000108,1.41136,1.463
dv_cand_sv:0.000216,1.41138,1.46307
dv_cand_sv:0.000539,1.41141,1.46328
dv_cand_sv:0.00108 ,1.41147,1.46364
dv_cand_sv:0.00216 ,1.41158,1.46435
dv_cand_sv:0.0108  ,1.41251,1.47006
dv_cand_sv:0.0162  ,1.4131,1.47362
dv_cand_sv:0.0216  ,1.41368,1.47719
dv_cand_sv:0.0539  ,1.41716,1.49858
dv_cand_sv:0.108   ,1.42297,1.53422
dv_cand_sv:0.162   ,1.42879,1.56987
dv_cand_sv:0.216   ,1.4346,1.60552
dv_cand_sv:0.647   ,1.48108,1.89069
dv_cand_sv:1.08    ,1.52757,2.17587
