real_name,constraint,obs
0,-1.8903083800000000103,1.4042475599999999503
1,-1.9743698999999999,0.22859568399999999344
2,-1.7061810699999999663,3.4366687900000001399
3,-1.9768329399999999829,0.13347860799999999859
4,-2.3511874100000000887,1.1394500400000000528
5,-2.2714136100000001939,1.0741008000000000777
6,-1.8132277299999999265,0.34266132799999998726
7,-2.0903657199999998717,0.48865220399999997891
8,-1.7661446400000000434,0.17352588799999998925
9,-2.0380343500000002166,0.099266340600000002592
10,-2.1138259299999999641,1.0063469899999999413
11,-1.93625869000000006,0.15071714299999999787
12,-1.9118557499999999649,0.39164163800000001414
13,-1.823000090000000073,0.057301644700000001209
14,-1.8069863600000000137,1.5013556900000000205
15,-1.6873218000000000938,0.09833480120000000213
16,-1.7564134700000000322,0.30687019900000001016
17,-1.5552639200000000219,0.58345224799999995113
18,-1.9067456199999999189,2.6238535199999999392
19,-1.7003948099999999233,0.70695372700000003174
base,-1.8968877299999999941,0.070404803899999993111
