real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
dv_cand_sv:1e-05   ,0.25775,-1.40682,0.562321,0.466682,-2.07552,-0.12593,5.0758,5.11499,5.49469,4.44608
dv_cand_sv:0.0001  ,-0.216506,-2.16859,0.0256492,-0.194466,-2.85484,-0.599496,4.70988,4.82291,5.16187,4.17668
dv_cand_sv:0.0005  ,-2.32431,-5.55422,-2.35956,-3.1329,-6.31849,-2.70424,3.08357,3.5248,3.68263,2.97935
dv_cand_sv:0.001   ,-4.95907,-9.78626,-5.34107,-6.80595,-10,-5.33516,1.05068,1.90215,1.83359,1.48269
dv_cand_sv:0.0025  ,-10,-10,-10,-10,-10,-10,-5.048,-2.96577,-3.71354,-3.00728
dv_cand_sv:0.005   ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.01    ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.05    ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.075   ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.1     ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.25    ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:0.5     ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:1       ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:2       ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:5       ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
dv_cand_sv:10      ,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
