real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,215.604,-100.553,8.55712,-28.7717,622.389,-13.5388,268.876,400.573,545.506
1,357.169,-43.7934,-44.6132,-44.5032,145.867,236.724,-106.257,297.935,347.009
2,184.939,-140.527,-12.4636,-65.4607,119.337,129.953,48.5602,237.894,648.083
3,392.707,-91.5333,65.7943,-30.2458,575.161,12.4415,396.246,400.864,-100.925
4,469.773,-68.314,-101.967,2.19609,94.9878,-74.2163,-13.1845,223.859,-29.5679
5,290.46,-17.8946,35.034,-34.816,-28.8904,173.835,-87.2512,300.037,905.364
6,445.964,-45.8785,-191.405,18.2687,128.163,29.0125,-88.1058,315.356,236.767
7,233.84,-120.744,-165.177,10.7201,217.245,111.142,53.0066,182.875,981.292
8,248.698,-96.6913,-189.911,26.597,32.3259,67.9655,20.1294,77.6339,67.6172
9,293.549,-207.075,-25.8034,3.97618,349.595,106.906,62.4474,272.91,273.848
10,184.361,-186.521,7.96197,0.0944565,626.172,55.4368,220.547,404.433,672.415
11,253.186,-110.344,-33.8537,-41.6842,82.1343,-58.208,35.9047,263.331,1334.91
12,176.553,-107.792,-31.9509,30.814,230.737,365.944,53.0835,170.163,1258.18
13,438.964,-58.4379,122.74,-55.0597,143.684,374.83,156.35,91.8489,-69.5103
14,186.792,-129.521,-9.68779,59.2751,431.852,144.352,151.174,314.068,217.974
15,359.044,-129.121,55.6449,67.8716,750.845,442.461,47.0915,368.812,91.8668
16,367.823,-172.959,-137.982,34.7309,324.108,-2.32329,92.4162,216.466,0.437859
17,504.396,-38.8124,-77.4185,43.0766,192.203,-15.896,-51.1418,44.1873,50.7482
18,330.74,-164.42,14.2802,-53.6373,564.949,-82.7605,339.566,488.325,448.189
19,223.271,-60.7292,-117.033,39.7249,63.737,65.668,15.6782,124.485,48.577
20,225.548,-57.0199,-42.8116,64.0262,174.542,250.824,-45.9082,315.365,582.318
21,121.535,-70.2775,-48.4491,-7.8906,-0.206515,-17.6419,38.1035,39.0831,507.356
22,287.978,-56.646,107.485,-76.221,207.005,410.254,363.521,290.438,113.981
23,411.322,-63.4561,-163.123,-16.251,11.534,5.35439,-30.3041,187.683,549.175
24,563.319,-88.4661,-50.3063,-38.6225,610.344,146.398,10.2023,580.285,808.056
25,188.096,-137.484,17.3203,7.19369,537.997,70.6731,36.4449,531.289,672.69
26,235.177,-176.14,-130.361,72.0888,234.318,104.446,71.8046,188.301,23.2639
27,260.112,-69.0756,36.6318,-84.3277,-149.635,33.7053,-73.9505,-14.117,2837.42
28,249.343,-77.109,-208.992,50.4535,42.3562,178.026,-7.22753,54.0245,380.869
base,84.0968,-94.4813,-46.963,4.39839,30.2946,-6.18695,-2.71157,120.524,115.653
