real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
dv_cand_sv:1e-05   ,-0.341987,-2.69479,0.116087,-0.266138,-3.3188,-1.01408,4.21807,4.30491,4.61098,3.73095
dv_cand_sv:0.0001  ,-0.345955,-2.69233,0.10675,-0.273794,-3.31677,-1.01197,4.2155,4.30371,4.60936,3.72963
dv_cand_sv:0.0005  ,-0.363589,-2.68138,0.0652511,-0.307818,-3.30776,-1.0026,4.20407,4.29841,4.60212,3.72376
dv_cand_sv:0.001   ,-0.385632,-2.66769,0.0133773,-0.350349,-3.29649,-0.990877,4.18978,4.29179,4.59307,3.71643
dv_cand_sv:0.0025  ,-0.45176,-2.62664,-0.142244,-0.477941,-3.26268,-0.95572,4.14693,4.27192,4.56592,3.69444
dv_cand_sv:0.005   ,-0.561973,-2.55821,-0.401613,-0.690595,-3.20634,-0.897126,4.0755,4.23879,4.52066,3.65778
dv_cand_sv:0.01    ,-0.782399,-2.42135,-0.920352,-1.1159,-3.09364,-0.779937,3.93264,4.17255,4.43016,3.58447
dv_cand_sv:0.05    ,-2.54581,-1.32646,-5.07026,-4.51836,-2.19211,0.157576,2.78977,3.64257,3.70616,2.99798
dv_cand_sv:0.075   ,-3.64794,-0.64216,-7.66395,-6.64489,-1.62865,0.743522,2.07548,3.31134,3.25366,2.63143
dv_cand_sv:0.1     ,-4.75007,0.0421425,-10,-8.77143,-1.06519,1.32947,1.36118,2.98011,2.80116,2.26487
dv_cand_sv:0.25    ,-10,4.14796,-10,-10,2.31557,4.84514,-2.92458,0.992721,0.0861506,0.0655395
dv_cand_sv:0.5     ,-10,10,-10,-10,7.95018,10,-10,-2.3196,-4.43886,-3.60001
dv_cand_sv:1       ,-10,10,-10,-10,10,10,-10,-8.94423,-10,-10
dv_cand_sv:2       ,-10,10,-10,-10,10,10,-10,-10,-10,-10
dv_cand_sv:5       ,-10,10,-10,-10,10,10,-10,-10,-10,-10
dv_cand_sv:10      ,-10,10,-10,-10,10,10,-10,-10,-10,-10
