real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,163.257,-87.0183,-18.4315,-29.6624,20.0812,81.7938,73.903,71.4339,29.0998
1,225.675,-51.2934,-23.3057,-45.7457,-34.9846,159.131,6.27041,6.84913,78.0733
3,146.49,-73.9905,-8.97946,-34.7765,-36.5507,83.7352,-7.41536,17.4433,-2.96271
4,390.569,-53.7641,-99.8991,-12.4544,-81.5279,-31.343,-7.94909,32.2548,128.717
5,164.69,-20.8603,-0.706271,-20.7662,-3.57906,197.555,-2.92871,-26.5964,25.9671
7,331.425,-116.908,-158.221,23.5424,-53.1607,-41.5227,60.1068,217.84,-1.7858
8,146.079,-92.4208,-160.048,13.9628,-58.0049,13.0321,22.9217,14.3761,130.808
9,281.003,-203.472,-6.90624,0.76484,-25.6115,17.5151,34.6179,87.5781,118.361
10,90.3886,-170.474,-9.55816,4.62644,5.68091,-14.8685,80.6999,95.9639,33.726
13,293.168,-64.6067,-6.94282,-45.2083,-45.8274,131.385,1.95351,1.11807,-23.2412
14,120.049,-116.843,-9.71622,40.7714,-12.1075,-26.907,58.0917,90.0551,183.854
15,141.528,-122.146,-19.2088,35.3565,128.144,58.5769,53.1915,151.922,145.743
16,294.955,-175.577,-165.618,12.7443,4.23366,-0.217168,22.9383,51.8991,46.2337
17,345.748,-33.6399,-45.1645,10.7978,78.736,68.0641,13.2014,57.4872,38.0139
18,323.844,-143.769,-16.3605,-38.8859,61.1652,62.5669,30.7958,54.9665,41.7992
19,116.04,-54.5379,-82.6007,18.5097,-119.998,-10.1105,12.5499,25.2661,145.898
20,140.75,-52.1015,-18.7877,41.6784,12.4636,5.4576,-39.8559,28.9856,103.587
21,224.246,-63.1988,-16.8644,-7.35612,61.2877,34.8266,38.1465,49.7949,53.502
22,147.195,-56.7544,-19.0208,-45.6597,21.0754,171.085,52.9658,-1.53252,106.282
23,308.925,-64.153,-156.862,-14.4304,-36.3317,1.63224,7.52145,-2.53878,24.1556
24,141.238,-81.3886,-35.7732,-30.4002,-30.6034,96.3685,-17.0139,19.1864,14.102
25,153.985,-127.707,-0.11316,10.4979,-10.9081,-64.1297,12.0014,77.5165,26.9345
26,205.957,-167.566,-98.2797,39.9408,-30.9085,-39.062,17.4957,35.5169,10.4664
28,262.852,-72.7179,-180.881,32.8909,-102.367,32.01,-12.7916,13.1155,140.569
base,58.05,-91.3139,-11.4065,-6.396,-100.245,-5.33049,12.6187,21.2663,131.222
