real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,171.484,-49.6705,-31.8971,-3.54584,-7.65622,8.54413,-3.33076,33.2734,-27.451
1,285.841,-40.0899,-67.4253,1.9358,-24.5612,4.48931,-63.8204,23.1395,-35.2327
3,268.535,-52.3534,-24.8881,0.448166,3.24588,13.1254,-21.8057,27.9055,-11.3102
5,266.785,-22.2747,-6.49696,11.6048,5.7016,19.7693,-38.6324,18.6451,16.2476
8,309.533,-79.8634,-173.421,16.4136,-3.61527,4.11853,5.221,35.8415,-24.3831
10,147.3,-126.343,-28.4615,5.11252,-11.4997,12.3704,6.84961,40.0419,-11.6271
11,204.96,-78.2848,-43.6943,11.3867,12.0806,-34.7326,1.94029,40.7037,-22.744
12,207.988,-84.1006,-54.2399,19.9628,-4.45027,-35.3901,-12.9378,25.9388,-22.4643
13,313.6,-58.3981,-9.58108,-5.3135,1.43378,8.5585,-10.455,21.6726,-18.672
14,135.64,-75.2148,-27.6186,21.4617,-5.83705,-40.2425,13.8332,43.2497,-3.48312
16,310.746,-136.61,-135.725,10.0263,12.2741,19.7751,5.55097,40.4921,3.54875
17,342.049,-25.1939,-72.418,8.86055,8.79537,5.7437,-42.8395,5.35229,-0.306134
20,241.117,-38.7408,-51.2494,28.8587,3.52852,-19.2014,-67.0259,32.8274,-2.95089
21,214.146,-56.0223,-51.1822,0.473666,6.9431,-16.9393,1.60418,18.9641,3.10527
22,191.832,-38.2844,-33.9606,0.684161,6.99322,11.0109,11.3719,11.8276,-11.1599
23,400.303,-50.5824,-162.937,11.3343,8.80174,-5.0722,-3.17188,35.2611,-24.239
24,244.83,-61.6642,-80.0137,6.06672,-16.3518,6.69178,-2.78228,25.7778,-24.6683
25,138.926,-98.539,-16.2858,15.8958,-1.91839,-46.0001,1.25126,40.4583,-26.3285
26,261.308,-141.086,-134.812,22.0506,0.724897,-46.6448,5.76269,42.1498,-7.78061
base,149.145,-79.2066,-46.9233,5.40235,-15.186,-18.5936,-0.830448,40.63,-27.6366
