real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,146.846,-84.5086,-23.7838,-23.0689,-32.0182,44.536,12.2287,55.5186,0.563053
1,217.606,-66.4053,-30.8749,-32.5149,-57.9269,50.5671,-0.337938,16.1704,-6.04915
3,128.838,-81.1172,-12.2642,-25.2398,-43.3155,26.5222,-11.9515,23.6646,-1.71569
4,389.433,-55.3015,-99.1955,-27.1011,-28.497,48.145,7.1355,18.9842,1.4117
5,150.625,-40.7428,-9.05241,3.94144,-3.02665,41.0671,4.06171,-15.4145,17.7795
7,230.475,-100.203,-157.053,5.57301,-52.4613,-7.21682,8.67804,19.5994,-11.3204
8,246.108,-93.8624,-161.769,-0.666859,-56.2423,7.97877,-2.34907,-4.78758,1.86147
9,231.937,-197.786,-8.86175,-11.8985,-66.9446,37.086,11.5486,45.6007,2.42226
10,88.9928,-159.151,-10.5244,-1.68105,-38.0294,6.30194,25.4365,46.239,5.71065
13,265.77,-75.5664,-11.9241,-25.9662,-59.1525,11.9686,-8.21758,15.0515,-4.3007
14,99.2269,-111.299,-10.2949,8.02254,-1.18885,-15.8935,19.8193,16.0606,22.1091
15,149.577,-115.799,-29.9445,4.01381,-9.2268,-37.8159,-6.99323,49.6899,-7.07472
16,298.803,-170.215,-156.665,2.06873,-3.09151,20.8733,8.61743,19.7441,12.6312
19,149.594,-55.4798,-83.6885,-2.03408,-118.146,0.789685,-2.03245,1.68728,9.49818
20,131.927,-56.6014,-18.6688,14.1766,-21.358,-15.7266,-58.0154,14.595,24.6302
21,224.796,-60.5313,-23.088,-12.2111,49.8048,54.7984,16.1091,4.29621,7.32122
23,319.298,-64.3442,-157.317,-14.7985,-30.3802,5.86632,4.56224,-4.53095,5.30853
24,123.568,-90.7737,-39.757,-21.5245,-33.9541,37.8457,-16.165,26.4309,1.4603
25,135.484,-123.207,0.0813992,0.261855,-27.2199,-57.151,-5.5483,47.933,1.00563
26,217.365,-164.365,-96.237,24.7877,-40.8689,-44.2398,3.22047,26.3365,-11.8712
28,271.495,-77.3494,-171.81,11.586,-116.36,31.4337,-33.369,-7.52825,30.2799
base,115.295,-92.152,-13.338,-19.3096,-70.7022,40.282,7.99943,0.131866,-1.1254
