real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,125.977,-110.67,63.547,-52.1693,419.259,-37.9546,284.936,355.862,1460.07
1,194.569,-42.4121,-8.0202,-63.3016,9.92356,287.091,-102.884,41.5658,1137.03
2,187.484,-139.146,24.1294,-84.2591,63.6802,262.348,28.837,18.4486,1610.18
3,286.551,-90.152,102.387,-55.5331,239.492,79.5154,305.759,371.094,-62.3629
4,374.788,-53.8181,-99.985,-16.6023,-93.6429,-37.1347,-28.847,34.8677,321.462
5,250.478,-16.5133,71.627,-53.6144,-38.1737,244.826,-52.7173,80.1687,1959.51
6,258.725,-44.4972,-154.812,-0.529668,178.932,38.1701,2.00887,110.925,910.407
7,247.063,-122.989,-149.132,-8.0783,-37.1709,49.7008,62.4118,176.609,2085.04
8,95.1805,-95.6418,-155.199,7.79858,-61.036,33.4827,75.7463,43.1076,580.508
9,290.523,-205.694,10.7896,-14.8222,38.2889,78.165,32.9643,88.488,987.485
10,150.637,-185.14,44.555,-18.7039,224.221,7.65061,165.201,221.377,1643.58
11,180.86,-108.963,2.73924,-60.4826,-85.1331,-44.8175,34.935,48.353,2610.68
12,199.206,-106.41,4.64212,12.0156,46.7659,243.005,121.933,83.0386,2479.5
13,433.438,-57.0566,159.333,-76.231,47.7285,512.848,135.913,167.546,-27.4894
14,206.678,-128.14,26.9052,38.7929,109.598,61.2633,141.733,289.084,824.489
15,286.945,-128.672,89.9067,50.9382,428.767,328.845,56.9374,206.59,650.984
16,323.097,-181.906,-159.914,15.9325,75.8027,-9.01221,69.1308,151.225,44.2898
17,388.342,-37.3849,-40.8153,30.8252,132.003,18.4786,-6.05346,36.2912,49.2935
18,323.87,-165.114,54.1947,-73.2661,250.684,-49.8121,268.663,500.691,1347.94
19,106.955,-57.775,-80.09,20.9265,-105.301,21.2075,47.83,50.4368,489.118
20,189.401,-55.6386,-6.21862,45.2278,71.532,159.238,33.379,103.393,1449.01
21,104.736,-68.8962,-11.8561,-26.689,-23.6764,6.02364,86.8823,71.8402,1381.8
22,295.079,-56.8421,140.134,-91.8644,67.436,514.966,278.171,310.488,727.826
23,234.92,-67.15,-155.29,-37.6203,-70.3422,2.73113,11.7072,19.475,1464.52
24,391.069,-87.0848,-13.7133,-57.4209,248.746,132.114,-105.443,414.565,1868
25,108.824,-136.102,53.9133,-11.6047,167.636,4.55332,-0.32243,207.367,1654.75
26,226.878,-174.758,-93.7682,69.7061,35.9005,41.4222,96.2829,127.515,35.3615
27,405.855,-67.6943,73.2248,-96.0238,-77.1846,99.2385,-6.01498,10.9826,3867.17
28,227.207,-75.7276,-172.399,31.6551,-30.7525,114.186,75.4502,55.7205,1108.73
base,8.0623,-93.1,-10.37,-14.4,-111.482,-2.1516,14.1194,14.8292,692.857
