real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,154.956,-54.0792,-32.6488,-3.88371,-19.3885,-1.85923,-1.42417,52.7351,-25.0996
1,250.022,-42.8583,-68.9961,0.80233,-41.0358,2.90931,-64.0083,43.3221,-32.5132
3,259.17,-55.8992,-25.6494,1.99788,-3.2516,5.32575,-21.5018,41.8059,-12.2657
4,340.275,-57.8471,-105.915,12.2003,-8.07838,-59.6581,-20.7298,65.1825,-30.1989
5,282.784,-23.4138,-7.98289,13.7841,7.99052,25.2799,-40.7689,24.6939,24.7898
8,314.923,-85.4541,-175.238,17.8981,6.96949,13.623,12.3967,46.6833,-18.3541
10,143.789,-133.866,-29.946,6.64418,-25.69,-1.94648,13.4755,65.2891,-13.0609
11,213.414,-85.5853,-44.6628,13.16,23.8698,-44.7247,7.68174,58.345,-37.9703
12,192.675,-87.4788,-56.3367,22.1686,-13.3888,-39.1326,-12.5406,36.6501,-30.3048
13,305.77,-60.4277,-9.77293,-5.81899,-3.14713,3.34355,-8.33652,26.4574,-22.7143
14,105.796,-84.3063,-29.5635,25.6599,-3.29487,-45.5992,25.7313,54.5883,-0.742337
16,312.168,-141.467,-136.876,12.4578,21.3104,17.6105,7.73635,44.4146,4.08413
17,342.76,-26.1077,-72.7119,10.6051,24.0246,4.81906,-43.2086,4.76565,3.1518
18,218.723,-122.021,-37.4559,3.63994,33.8402,-32.444,4.77288,53.3347,-23.3562
19,232.473,-47.3158,-118.489,23.1696,-28.5005,-10.6119,6.9173,57.2417,-22.8466
20,223.326,-44.9869,-53.2452,35.826,24.6331,-13.3836,-62.0174,52.3671,0.286798
21,216.463,-59.3076,-51.0514,1.85861,16.6493,-17.9667,5.33978,21.4768,4.63702
22,180.831,-42.589,-34.127,-0.917873,8.8742,7.42548,22.74,16.4317,-13.1747
23,411.104,-56.4379,-163.771,14.0223,25.3017,-1.234,1.91177,50.1994,-23.1139
24,223.023,-64.1416,-81.3859,5.55844,-19.7286,4.11084,-1.71387,34.7383,-31.545
25,122.739,-104.334,-18.0519,18.1393,-3.46593,-53.2832,4.5415,53.2997,-31.3623
26,263.744,-149.299,-136.614,28.0525,14.4011,-45.1899,14.1969,57.0166,-6.70369
28,301.651,-62.719,-157.961,20.0179,-67.3456,-8.25741,-45.3833,20.7,-3.66028
base,130.499,-84.2863,-48.0954,7.0302,-10.2468,-17.4211,0.55491,54.3834,-18.693
