real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,2.32227,-2.08772,0.783871,1.71828,-2.64033,-1.03248,4.95935,6.20179,6.60472,0.9682
1,3.23661,-1.3157,-2.67995,-2.82219,-4.07283,7.80674,7.56086,8.08816,7.17397,4.70695
3,2.17611,-1.13848,1.91388,-2.07189,-3.07007,0.694565,4.00756,5.68285,10,6.10489
4,0.377919,-3.85644,2.32903,8.87716,-1.11221,9.99663,9.42031,8.97618,7.75303,2.16452
5,3.23427,0.415814,1.18582,-7.74593,-3.3201,1.82826,3.24004,8.08565,9.04622,-3.50835
7,0.640141,-2.84719,-0.310361,3.19429,3.8661,10,10,5.584,7.76142,0.30615
8,-1.93492,-0.133474,0.0478686,-5.73689,-1.11295,-2.4317,10,5.55835,6.05742,7.30632
9,1.64919,-3.24297,-4.93836,10,-1.65515,1.45996,4.25837,-7.32367,6.42157,-1.14652
10,2.00064,-2.19986,0.231042,1.38787,-2.64988,-6.91166,3.51887,-3.66055,7.17283,-2.50396
11,0.644167,-2.86319,6.48728,1.69733,-0.894175,-0.570676,4.81855,3.22894,9.65251,8.66772
12,-0.756285,-1.0581,2.66578,3.70827,-1.26874,2.40386,3.82165,3.54434,8.98074,8.02925
13,4.5494,-1.98408,1.79493,1.78827,-0.419407,9.72516,4.77488,5.3522,10,8.72201
14,-0.737022,-2.5644,2.23103,3.37976,1.91803,-1.67111,2.90073,2.34657,6.93138,-6.00564
16,1.52734,-2.39417,-0.217159,-7.79239,0.329293,2.93436,10,-1.59291,10,2.28678
17,3.26766,0.778828,8.8307,-6.78105,-0.433533,7.8954,7.1347,9.15166,10,0.312152
18,0.83598,-1.86009,6.17246,0.341088,3.48239,10,3.42361,-1.51172,6.82497,6.47726
19,-1.66058,-1.91101,-1.26045,2.38084,-0.601405,-0.0922629,8.13623,9.5337,6.82936,2.27898
20,-2.02103,0.442738,5.36663,-4.71262,-3.0801,4.29411,2.85904,7.24042,7.89092,-1.21728
21,0.159683,0.382065,5.02056,-7.44053,0.754263,-0.0634306,3.58852,5.26584,5.72529,4.69354
22,3.05357,-1.15135,4.80224,-0.985586,1.48858,-1.09974,5.00484,6.38964,6.9948,0.737593
23,-1.556,-0.340371,3.10926,-6.89724,-2.21956,-2.44203,10,8.78991,6.50165,10
24,4.27136,-2.15423,-2.07987,-4.87954,-0.882735,6.39929,9.11917,6.32524,8.83532,4.38687
25,-0.130637,-2.90612,3.18338,6.27489,-0.107892,2.92305,2.52489,1.04946,8.00665,3.68659
26,-1.54718,-1.87021,4.68251,4.54228,-0.494737,-3.09732,7.88529,-2.35014,10,5.10941
28,-0.2567,0.731596,-2.64685,-1.09557,-0.486774,7.07328,10,7.4345,6.2624,-2.71934
base,-0.604569,-1.98357,-0.168338,-1.56566,-0.900494,0.802403,3.91969,3.75015,6.04471,4.07755
