real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
dv_cand_sv:1e-05   ,1.95863,1.43149,2.47113,2.83152,0.865247,1.59497,6.10135,5.87103,6.37587,5.1594
dv_cand_sv:0.0001  ,1.95848,1.43125,2.47097,2.83131,0.86499,1.59482,6.10126,5.87097,6.37579,5.15934
dv_cand_sv:0.0005  ,1.95782,1.43014,2.47023,2.8304,0.863848,1.59415,6.10087,5.87068,6.37545,5.15907
dv_cand_sv:0.001   ,1.957,1.42877,2.4693,2.82925,0.862421,1.59332,6.10038,5.87031,6.37503,5.15873
dv_cand_sv:0.0025  ,1.95452,1.42464,2.46653,2.82581,0.85814,1.59082,6.0989,5.86923,6.37376,5.1577
dv_cand_sv:0.005   ,1.9504,1.41775,2.46191,2.82009,0.851004,1.58665,6.09644,5.86742,6.37165,5.15599
dv_cand_sv:0.01    ,1.94216,1.40398,2.45266,2.80863,0.836733,1.57831,6.09151,5.8638,6.36743,5.15257
dv_cand_sv:0.05    ,1.87624,1.29384,2.37869,2.71697,0.722565,1.51157,6.05212,5.83486,6.33367,5.12524
dv_cand_sv:0.075   ,1.83503,1.22499,2.33246,2.65969,0.65121,1.46987,6.02749,5.81677,6.31256,5.10815
dv_cand_sv:0.1     ,1.79383,1.15615,2.28623,2.6024,0.579855,1.42816,6.00287,5.79868,6.29146,5.09107
dv_cand_sv:0.25    ,1.5466,0.743095,2.00885,2.25869,0.151725,1.17791,5.85514,5.69014,6.16483,4.98856
dv_cand_sv:0.5     ,1.13455,0.0546704,1.54655,1.68584,-0.561825,0.760839,5.60891,5.50924,5.95378,4.81771
dv_cand_sv:1       ,0.310445,-1.32218,0.621952,0.540143,-1.98892,-0.0733111,5.11646,5.14744,5.53168,4.47601
dv_cand_sv:2       ,-1.33775,-4.07588,-1.22725,-1.75126,-4.84312,-1.74161,4.13156,4.42384,4.68748,3.79261
dv_cand_sv:5       ,-6.28235,-10,-6.77485,-8.62546,-10,-6.74651,1.17686,2.25304,2.15488,1.74241
dv_cand_sv:10      ,-10,-10,-10,-10,-10,-10,-3.74764,-1.36496,-2.06612,-1.67459
