real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
dv_cand_sv:1e-05   ,91.0114,-93.752,-44.9589,0.939345,28.0673,-25.8209,1.97719,128.492,96.5657
dv_cand_sv:0.0001  ,90.9284,-93.7585,-44.977,0.970507,28.0603,-25.6622,1.92973,128.417,96.7342
dv_cand_sv:0.0005  ,90.5639,-93.7877,-45.0572,1.10901,28.0352,-24.9532,1.71995,128.083,97.4836
dv_cand_sv:0.001   ,90.1187,-93.8242,-45.1575,1.28213,28.0176,-24.0576,1.46037,127.667,98.4222
dv_cand_sv:0.0025  ,88.8532,-93.9338,-45.4584,1.80151,28.0556,-21.3096,0.699171,126.432,101.25
dv_cand_sv:0.005   ,86.9767,-94.1163,-45.9599,2.66714,28.4225,-16.5247,-0.510935,124.413,106.001
dv_cand_sv:0.01    ,84.0968,-94.4813,-46.963,4.39839,30.2946,-6.18695,-2.71157,120.524,115.653
dv_cand_sv:0.05    ,102.969,-97.4017,-54.9873,18.2484,99.9098,113.381,-9.77695,96.6079,199.937
dv_cand_sv:0.075   ,152.599,-99.2269,-60.0026,26.9047,192.746,221.393,-4.67781,88.1505,259.004
dv_cand_sv:0.1     ,226.115,-101.052,-65.0178,35.5609,313.086,346.696,7.74056,84.6859,322.984
dv_cand_sv:0.25    ,355.593,-106.552,-81.4804,76.5956,587.271,769.184,195.534,143.284,805.977
dv_cand_sv:0.5     ,701.249,-85.8764,-14.6392,73.0057,778,816,479.302,383.616,1971.9
dv_cand_sv:1       ,979.999,-145.498,-27.8885,58,778,816,508,494,4048
dv_cand_sv:2       ,1000,-155,-30,58,778,816,508,494,4048
