real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,126.852,-80.0985,-25.2287,-12.5612,-50.2347,-0.615839,-5.99862,6.24394,-13.7909
1,211.11,-65.3173,-31.1744,-24.0562,-54.7372,-3.92979,-0.0627352,16.3403,-6.83756
3,152.92,-79.9951,-12.8621,-20.1039,-29.4708,9.04949,1.61077,6.96262,-8.40505
4,364.133,-53.7009,-99.6559,-19.548,3.80412,2.15557,-4.05014,12.4941,-8.75521
7,237.489,-98.1168,-157.348,5.95596,-28.8543,3.84226,13.111,20.155,-2.19712
8,245.845,-94.3164,-161.652,-0.442011,-57.8338,2.38562,-2.31984,-2.51965,-0.556284
9,192.084,-186.101,-8.29135,-3.44324,-112.882,-9.08425,2.43732,13.6944,-10.994
10,145.459,-154.788,-11.8181,3.0163,-52.9728,2.78242,9.94794,7.99048,-5.23714
13,248.826,-74.8673,-12.274,-22.8528,-42.051,10.3227,1.99848,20.7813,-4.18516
14,128.621,-108.92,-10.8344,2.17008,26.6504,-8.31309,11.4105,7.82433,-2.64842
16,303.048,-168.383,-157.278,3.55278,2.71448,3.8466,10.5989,16.7568,-5.5675
19,162.269,-55.4726,-83.8468,-3.24556,-117.762,-2.57669,1.41887,2.09427,-1.74929
20,156.504,-57.426,-19.1609,1.76435,5.92501,-6.29015,-7.65924,-3.11799,-4.264
23,317.013,-64.482,-157.244,-13.4482,-29.6593,-0.783239,0.465739,-2.87775,5.25824
24,152.994,-89.6606,-40.4557,-15.3621,-13.6417,9.45049,2.05393,7.25678,-10.4992
25,154.275,-120.055,-1.3148,3.86577,-2.78157,-30.7944,12.2079,17.9441,-8.31702
28,285.094,-77.8746,-166.297,2.61839,-124.792,-1.43816,-7.95055,16.0241,-6.43931
base,132.946,-91.8307,-13.2657,-13.9286,-56.9622,-0.671387,6.19217,6.0993,-3.73882
