real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,0.906549,-8.50827,-2.18841,0.523828,4.05267,1.48285,1.28402,4.12189,-3.22866,-0.121454
1,5.47078,1.94707,-6.73941,0.212781,-4.74199,7.52125,3.30818,4.54377,-1.79122,1.23669
2,7.69469,0.830094,5.86468,0.175852,-2.88465,-3.34185,1.88735,-7.04587,-3.57913,-2.76692
3,5.04004,-6.05805,-0.325268,-0.480248,8.13344,4.0736,0.124176,2.81673,5.78066,10
4,2.25668,-1.39488,3.07404,10,-0.234695,10,8.85481,8.41045,2.77001,-1.19544
5,5.80442,5.00986,-2.58859,-1.26369,-5.77284,-5.74188,-2.73821,3.55613,-4.53559,-8.73957
6,-0.671238,6.95127,10,-2.15355,-5.26299,-2.81303,6.04947,5.17554,-0.581998,2.44606
7,-2.45798,-0.450685,-2.59846,5.4178,6.30492,6.94915,7.76605,1.93271,-5.05093,-5.20695
8,-1.57103,3.73763,0.864492,-2.43373,2.86356,-2.56761,6.66798,1.88424,1.08823,2.84305
9,0.228457,-2.71874,-6.63543,10,0.837621,4.09831,-0.386561,-9.90822,-0.99757,-4.7154
10,-1.51889,-5.52071,-2.97686,0.151444,2.56052,-5.11587,-1.58589,-5.69093,-3.67338,-5.27663
11,0.737072,-0.148625,3.8227,5.54277,-1.75998,-8.2632,0.272438,-0.594512,-6.83837,4.04845
12,-6.22579,3.14023,-2.90339,7.59468,1.53132,-3.33886,-5.52798,-0.976935,-6.27252,0.354261
13,9.92186,0.777963,-2.30367,7.27183,7.85145,10,-4.00212,-0.848913,5.8944,7.94203
14,-4.50953,-2.77725,0.451661,4.49114,7.03797,-0.378303,-2.92839,-3.87174e-05,0.0542248,-10
15,-8.63072,-2.81024,3.69191,-6.77638,2.07687,7.39936,-9.07335,-0.257549,0.615195,1.78154
16,-0.0522175,-2.30331,0.577765,-10,5.02238,6.33027,10,-3.90893,5.96167,-1.15651
17,0.969122,2.9795,10,-6.97331,4.06168,10,2.29739,6.19259,7.29922,-4.06153
18,2.53023,-6.62384,2.2322,1.51397,10,10,0.970424,-3.80053,-2.95728,6.4951
19,-1.90493,1.65354,-0.392646,5.5153,2.59101,-0.231196,3.56099,6.36222,1.83997,-2.59002
20,-5.50093,4.27821,2.45923,-0.58703,-3.7588,0.284486,-4.40272,4.0851,-2.58783,-8.80152
21,0.993811,4.10471,5.49659,-3.99711,4.99069,-2.55401,-0.51824,1.1167,-2.66838,0.803008
22,10,-0.126472,-2.48401,8.00056,10,-4.43294,-2.27567,0.218136,0.0515853,-0.0652963
23,-0.00629294,3.17283,2.70822,-3.25625,-1.84896,-5.80027,8.24911,5.19537,-3.18686,8.04101
24,1.54165,-4.15862,-7.32471,-7.97558,-10,9.41648,4.26308,5.03677,-4.59579,0.895759
25,-3.38466,-4.65026,0.164792,4.78688,-3.01799,4.41656,-3.01799,-0.374058,-3.78652,-0.77559
26,-4.30581,0.133198,5.01623,6.65549,4.07417,-2.09793,2.31564,-5.13934,9.27297,-0.314215
27,4.20556,6.88195,2.88909,6.96428,2.96269,9.16024,-5.46854,-3.37021,-10,7.07162
28,-2.48393,5.66599,-3.13725,2.74056,3.17524,5.0333,6.40707,3.34437,-1.1454,-9.08938
base,0.82,1.37,0.92,1.14,1.42,0.83,0.49,0.36,0.42,0.34
