real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,4.60566,-3.09607,-1.02645,4.43466,0.513283,5.82563,5.66931,3.56081,5.57929,1.26072
1,5.45924,-0.515586,-1.45222,0.648416,0.685452,8.56917,5.49048,5.65767,4.59026,5.99593
3,4.57157,-0.359281,1.70027,-1.81277,-1.5377,3.53403,3.7222,2.85403,5.72241,7.04873
4,2.65392,-1.14828,4.37928,10,1.2505,9.73627,8.93432,8.12939,4.55393,-0.151938
5,6.32627,3.55678,4.32388,-3.09132,-0.529367,-0.769315,2.73289,5.47216,6.72025,-0.564579
7,-0.616195,-0.283015,3.64764,3.34535,7.83225,10,9.33912,2.22098,7.01361,1.94457
8,-0.892061,3.37611,2.20118,-3.80668,1.29524,0.969689,7.58911,2.44825,4.52603,5.27804
9,1.02594,-2.74156,-3.66289,9.59331,1.76165,6.94797,1.18467,-9.47936,4.73256,-1.39634
10,1.32768,-2.80878,-0.477595,1.58556,1.94171,0.325633,2.0018,-5.6373,6.05346,-1.29906
13,5.74562,0.553417,3.46444,2.26631,2.22254,10,3.87097,2.9174,5.8966,8.91658
14,-1.94036,-0.143472,4.6845,3.15735,3.5061,0.565138,-0.568605,-0.563355,4.70943,-6.99418
15,-4.58157,-1.11146,4.82669,-0.569028,4.35273,6.31923,-0.992939,0.417626,4.25887,4.18375
16,1.03654,-0.434069,1.71684,-9.76893,2.78798,4.98618,10,-4.72812,6.15265,-1.57073
17,3.54413,3.51202,8.99746,-4.08942,5.35691,9.00575,3.75397,5.65393,7.45407,-3.42823
18,4.51348,-0.17165,8.03821,1.03579,4.24591,10,3.08767,-5.18907,4.97338,7.65082
19,-0.558403,1.46928,0.96101,4.40762,1.62922,2.1292,4.61266,6.57636,4.63727,0.0411923
20,-1.99383,3.01495,6.31871,-0.679785,-2.00643,4.97069,-0.924043,4.78077,5.63409,-1.76366
21,2.34877,3.81184,8.3236,-5.67453,4.74324,3.73914,0.785106,1.74469,5.45399,5.72979
22,6.47886,0.449903,5.64362,1.25971,0.8192,-0.0909066,5.18403,3.9592,4.55635,2.75517
23,1.72116,2.33514,5.2509,-3.78899,0.835118,-0.113512,9.81708,5.74865,5.33372,10
24,4.69403,-0.281907,1.27077,-3.04426,-1.93423,4.17156,5.28713,2.45625,5.7396,4.49107
25,-0.665059,-1.93969,4.34132,6.78744,1.3351,5.93243,0.409002,-1.01353,5.71173,3.75094
26,-1.10591,0.649653,6.09916,5.19208,0.132413,-1.55584,4.1866,-5.4256,9.25761,2.2469
28,-0.434352,4.18994,-0.264741,0.849902,2.41345,10,8.93405,4.43022,5.2545,-3.38186
base,1.61652,1.03864,2.15081,0.760819,2.37946,3.63289,1.20692,0.627511,4.46093,2.92288
