real_name,constraint,obs
dv_cand_sv:6.68e-08,-1.75315,315.319
dv_cand_sv:6.68e-07,-1.75354,315.397
dv_cand_sv:3.34e-06,-1.75528,315.741
dv_cand_sv:6.68e-06,-1.75746,316.172
dv_cand_sv:1.67e-05,-1.76397,317.468
dv_cand_sv:3.34e-05,-1.77484,319.636
dv_cand_sv:6.68e-05,-1.79657,324.004
dv_cand_sv:0.000334,-1.9704,360.506
dv_cand_sv:0.000501,-2.07904,384.77
dv_cand_sv:0.000668,-2.18769,410.19
dv_cand_sv:0.00167 ,-2.65498,502.796
dv_cand_sv:0.00334 ,-3.12961,562.367
dv_cand_sv:0.00668 ,-4.07887,839.472
dv_cand_sv:0.0134  ,-5.97739,2519
dv_cand_sv:0.0334  ,-7.15,4957.6
