real_name,constraint,obs
dv_cand_sv:7.02e-08,-1.36189,276.111
dv_cand_sv:7.02e-07,-1.3623,276.181
dv_cand_sv:3.51e-06,-1.36412,276.492
dv_cand_sv:7.02e-06,-1.3664,276.881
dv_cand_sv:1.75e-05,-1.37325,278.05
dv_cand_sv:3.51e-05,-1.38466,280.008
dv_cand_sv:7.02e-05,-1.40747,283.953
dv_cand_sv:0.000351,-1.58999,317.021
dv_cand_sv:0.000526,-1.70407,339.091
dv_cand_sv:0.000702,-1.81815,362.283
dv_cand_sv:0.00175 ,-2.41791,488.952
dv_cand_sv:0.00351 ,-2.91627,530.082
dv_cand_sv:0.00702 ,-3.913,772.689
dv_cand_sv:0.014   ,-5.90644,2414.79
dv_cand_sv:0.0351  ,-7.15,4957.6
