real_name,par1,par2
dv_cand_sv:5.88e-09,0.183242,-1.01634
dv_cand_sv:5.88e-08,0.183248,-1.01635
dv_cand_sv:2.94e-07,0.183272,-1.01641
dv_cand_sv:5.88e-07,0.183303,-1.01649
dv_cand_sv:1.47e-06,0.183395,-1.01671
dv_cand_sv:2.94e-06,0.183548,-1.01709
dv_cand_sv:5.88e-06,0.183854,-1.01784
dv_cand_sv:2.94e-05,0.186303,-1.02385
dv_cand_sv:4.41e-05,0.187834,-1.02761
dv_cand_sv:5.88e-05,0.189365,-1.03137
dv_cand_sv:0.000147,0.198551,-1.05392
dv_cand_sv:0.000294,0.21386,-1.0915
dv_cand_sv:0.000588,0.244479,-1.16667
dv_cand_sv:0.00118 ,0.305716,-1.317
dv_cand_sv:0.00294 ,0.489429,-1.76798
dv_cand_sv:0.00588 ,0.795616,-2.2
