real_name,constraint,obs
dv_cand_sv:6.36e-08,-2.24833,314.579
dv_cand_sv:6.36e-07,-2.24907,314.679
dv_cand_sv:3.18e-06,-2.25234,315.121
dv_cand_sv:6.36e-06,-2.25642,315.677
dv_cand_sv:1.59e-05,-2.26868,317.353
dv_cand_sv:3.18e-05,-2.28911,320.187
dv_cand_sv:6.36e-05,-2.32997,326.002
dv_cand_sv:0.000318,-2.65685,380.065
dv_cand_sv:0.000477,-2.86115,421.342
dv_cand_sv:0.000636,-3.06545,469.119
dv_cand_sv:0.00159 ,-4.29125,934.904
dv_cand_sv:0.00318 ,-5.92534,2442.14
dv_cand_sv:0.00636 ,-7.15,4957.6
