real_name,par1,par2
dv_cand_sv:8.12e-08,-0.0157897,-1.51351
dv_cand_sv:8.12e-07,-0.0156974,-1.51378
dv_cand_sv:4.06e-06,-0.0152871,-1.51497
dv_cand_sv:8.12e-06,-0.0147743,-1.51646
dv_cand_sv:2.03e-05,-0.0132359,-1.52092
dv_cand_sv:4.06e-05,-0.0106718,-1.52835
dv_cand_sv:8.12e-05,-0.00554366,-1.54323
dv_cand_sv:0.000406,0.0354814,-1.66221
dv_cand_sv:0.000609,0.0611221,-1.73658
dv_cand_sv:0.000812,0.0867628,-1.81095
dv_cand_sv:0.00203 ,0.240607,-2.2
dv_cand_sv:0.00406 ,0.497014,-2.2
dv_cand_sv:0.00812 ,1.00983,-2.2
dv_cand_sv:0.0162  ,2.03545,-2.2
dv_cand_sv:0.0406  ,2.2,-2.2
dv_cand_sv:0.0812  ,2.2,-2.2
