real_name,par1,par2
dv_cand_sv:8.66e-11,0.0443069,-0.132104
dv_cand_sv:8.66e-10,0.0443072,-0.132104
dv_cand_sv:4.33e-09,0.0443086,-0.132105
dv_cand_sv:8.66e-09,0.0443103,-0.132105
dv_cand_sv:2.16e-08,0.0443154,-0.132106
dv_cand_sv:4.33e-08,0.044324,-0.132108
dv_cand_sv:8.66e-08,0.0443412,-0.132112
dv_cand_sv:4.33e-07,0.0444784,-0.132145
dv_cand_sv:6.49e-07,0.0445642,-0.132166
dv_cand_sv:8.66e-07,0.0446499,-0.132186
dv_cand_sv:2.16e-06,0.0451646,-0.132309
dv_cand_sv:4.33e-06,0.0460223,-0.132513
dv_cand_sv:8.66e-06,0.0477379,-0.132921
dv_cand_sv:1.73e-05,0.0511689,-0.133738
dv_cand_sv:4.33e-05,0.0614619,-0.13619
dv_cand_sv:8.66e-05,0.0786169,-0.140275
