real_name,constraint,obs
dv_cand_sv:8.12e-08,-1.47798,230.179
dv_cand_sv:8.12e-07,-1.47846,230.259
dv_cand_sv:4.06e-06,-1.48057,230.615
dv_cand_sv:8.12e-06,-1.48321,231.06
dv_cand_sv:2.03e-05,-1.49114,232.399
dv_cand_sv:4.06e-05,-1.50434,234.643
dv_cand_sv:8.12e-05,-1.53075,239.176
dv_cand_sv:0.000406,-1.74205,277.645
dv_cand_sv:0.000609,-1.87411,303.752
dv_cand_sv:0.000812,-2.00616,331.519
dv_cand_sv:0.00203 ,-2.74137,510.384
dv_cand_sv:0.00406 ,-3.31828,599.045
dv_cand_sv:0.00812 ,-4.47211,1036.68
dv_cand_sv:0.0162  ,-6.77977,4024.53
dv_cand_sv:0.0406  ,-7.15,4957.6
