real_name,constraint,obs
dv_cand_sv:5e-06   ,-2.02008,487.984
dv_cand_sv:0.00125 ,-2.01995,487.988
dv_cand_sv:0.0025  ,-2.01982,487.992
dv_cand_sv:0.005   ,-2.01956,488.001
dv_cand_sv:0.025   ,-2.01747,488.069
dv_cand_sv:0.0375  ,-2.01616,488.112
dv_cand_sv:0.05    ,-2.01486,488.155
dv_cand_sv:0.125   ,-2.00701,488.421
dv_cand_sv:0.25    ,-1.99393,488.889
dv_cand_sv:0.5     ,-1.96778,489.915
dv_cand_sv:1       ,-1.91548,492.33
dv_cand_sv:2.5     ,-1.75857,502.515
dv_cand_sv:5       ,-1.49705,529.622
