real_name,constraint,obs
0,-2.38474,311.848
1,-2.67059,365.615
2,-1.45079,535.792
3,-1.88771,493.81
4,-3.03872,367.793
5,-3.30698,596.622
6,-0.988425,416.72
7,-2.80805,466.838
8,-4.19908,893.66
9,-1.76448,213.761
10,-4.01864,789.422
11,-1.25905,287.13
12,-1.87282,206.974
13,-1.87314,257.72
14,-2.30272,335.576
15,-2.17434,394.388
16,-2.22885,394.593
17,-2.41187,435.857
18,-2.90984,312.363
19,-1.51515,202.368
20,-1.98822,288.402
21,-2.89625,361.334
22,-2.1713,210.65
23,-2.43212,295.119
24,-1.95882,244.999
25,-2.31442,463.118
26,-2.21045,204.334
27,-2.2325,334.606
28,-2.69954,318.806
29,-1.82723,459.797
30,-1.58387,363.663
31,-1.73997,176.734
32,-2.23005,284.784
33,-1.1883,318.519
34,-1.3284,465.956
35,0.500672,625.984
36,-2.1622,465.44
37,-2.12652,455.83
38,-1.76816,150.985
39,-1.40992,294.708
40,-2.90224,502.357
41,-1.60347,369.997
42,-2.21142,303.472
43,-2.53148,278.933
44,-2.61273,258.95
45,-3.64997,641.81
46,-1.81656,318.866
47,-1.62798,167.352
48,-1.65179,171.211
49,0.332926,323.054
50,-2.96197,429.347
51,-1.16588,558.084
52,-3.43353,519.934
53,-0.75569,205.85
54,-1.71638,315.59
55,-0.724796,85.5491
56,-2.75505,331.549
57,-2.36367,316.707
58,-1.51717,499.337
59,-1.51285,163.867
60,-2.62979,433.419
61,-3.17607,570.666
62,-2.39987,250.171
63,-1.86695,209.489
64,-1.98787,367.677
65,-1.69129,508.257
66,-2.74541,342.194
67,-1.92882,430.254
68,-2.18477,371.647
69,-2.01697,319.372
70,-1.66853,356.223
71,-3.18787,461.387
72,-1.74642,309.849
73,-1.76782,244.169
74,-2.68484,228.754
75,-2.73174,505.23
76,-2.95586,407.757
77,-4.24188,914.202
78,-2.54106,340.354
79,-2.9565,336.844
80,-2.33351,417.898
81,-2.46605,490.949
82,-2.99518,424.013
83,-0.482543,299.024
84,-1.08031,202.432
85,-0.470267,504.396
86,-1.97197,192.905
87,-2.21793,264.666
88,-1.7391,167.87
89,-2.0623,236.467
90,-1.0121,546.97
91,-3.11707,438.254
92,-1.78897,133.743
93,-2.74545,404.569
94,-2.9003,471.721
95,-1.9254,342.594
96,-1.41764,287.577
97,-2.59266,416.832
98,-1.14589,193.625
base,-2.21686,315.179
