real_name,constraint,obs
0,-1.5767693400000000192,0.019489573999999999093
1,-1.5660777100000000672,0.016508549200000000035
2,-1.5471045500000000228,0.032847095299999996831
3,-1.5673787699999999212,0.015733680999999999361
4,-1.5863930500000000823,0.017210866400000000148
5,-1.584683010000000003,0.017306909799999999067
6,-1.5607252499999999529,0.016553117700000001544
7,-1.5665567099999999634,0.019285342500000000193
8,-1.5666554900000000394,0.014413731200000000007
9,-1.5723631300000000532,0.014863307600000000286
10,-1.5640818299999998953,0.023359691700000000808
11,-1.566026670000000065,0.015729789599999998567
12,-1.5727201900000000734,0.015399252199999999627
13,-1.566425490000000087,0.014282548100000000413
14,-1.5550834099999999438,0.023225747899999999585
15,-1.559147309999999953,0.014632169900000000298
16,-1.5674973000000000933,0.014843663700000000669
17,-1.5616645099999999502,0.015007541299999999779
18,-1.5807433200000000628,0.024765535400000000116
19,-1.555219420000000019,0.018218307499999999294
base,-1.5686084700000000325,0.014480368599999999743
