real_name,par1,par2,par3
0,1.1206215478762835414,1.2487641286967861021,0
1,1.1208695158716024398,1.2607063487865264317,0
2,1.1174637350334786223,1.2625271432891418399,0
3,1.1209630933556611332,1.2598773092672475027,0
4,1.1251520025290817628,1.2620327655721155224,0
5,1.1244234698389321547,1.2600553067532580531,0
6,1.1191364005756201383,1.2573238913219415558,0
7,1.1218614478346886631,1.2652327853439866434,0
8,1.1189342254547249844,1.2503755665047704415,0
9,1.121769583688416283,1.2589626166204404001,0
10,1.1218921383710382944,1.2678625982518763049,0
11,1.1205330966311546348,1.2590607764211196873,0
12,1.1206485378084962701,1.2529493847696697717,0
13,1.1194977369398759759,1.2534436763991430031,0
14,1.118795705852038358,1.2612502067628079683,0
15,1.1178153824276020334,1.2522529540978850626,0
16,1.1188650704497229427,1.2491855486114133988,0
17,1.116363473217989899,1.2424371518687247207,0
18,1.1209552612999329479,1.246473245240809602,0
19,1.1177873369001294357,1.2560397752843606156,0
base,1.1203077381721886496,1.2553427409666979564,0
