real_name,par1,par2,par3
0,1.0531522418153196341,0.98877131164764786586,0
1,1.1074566456523291524,1.4566595075432313688,0
2,1.1239233592679589435,1.2686582521487386188,0
3,1.0576064914744949252,1.205621410722812703,0
4,1.1012889782055126364,1.3479762758924922483,0
5,1.1232743167755485647,1.105867400089271424,0
6,1.1125838080997711987,1.1275032544681911073,0
7,1.1043301316165974324,1.2387417173735040254,0
8,1.136581278607645018,1.2445327116757571861,0
9,1.0231550535949156533,1.0675206657643037111,0
10,1.1760214300699485257,1.1349587038466668609,0
11,1.1195481022140758576,1.4721455740885138752,0
12,1.1713826148860300158,1.2943870225790308215,0
13,1.0690941317117712561,1.0786880337040187783,0
14,1.0624530041599413721,1.1613821371728101361,0
15,1.0080698723448666687,0.95860931521587833259,0
16,1.1111251367489141106,1.1752749334005023751,0
17,1.1639393822475341267,1.4851305406159853728,0
18,1.1364474398177413228,1.3145525425544632991,0
19,1.1736067141838837369,1.2358856335483361377,0
base,1.1203077381721886496,1.2553427409666979564,0
