real_name,par1,par2,par3
cand_0_sv:-0.512  ,1.6771801513771689152,2.2000000000000001776,0
cand_0_sv:0.00512 ,1.4728913055348793471,2.1952964652567548143,0
cand_0_sv:0.0512  ,1.4546873489746754426,2.152964652567546544,0
cand_0_sv:0.512   ,1.2726477833726352884,1.729646525675464952,0
cand_0_sv:1.02    ,1.070381599370368253,1.2592930513509297263,0
cand_1_sv:-0.512  ,1.7003874612486828966,2.2000000000000001776,0
cand_1_sv:0.00512 ,1.4960986154063931064,2.1952964652567548143,0
cand_1_sv:0.0512  ,1.477894658846189202,2.152964652567546544,0
cand_1_sv:0.512   ,1.2958550932441488257,1.729646525675464952,0
cand_1_sv:1.02    ,1.0935889092418820123,1.2592930513509297263,0
cand_2_sv:-0.512  ,1.7895799383824488871,2.2000000000000001776,0
cand_2_sv:0.00512 ,1.5852910925401590969,2.1952964652567548143,0
cand_2_sv:0.0512  ,1.5670871359799551925,2.152964652567546544,0
cand_2_sv:0.512   ,1.3850475703779148162,1.729646525675464952,0
cand_2_sv:1.02    ,1.1827813863756480028,1.2592930513509297263,0
cand_3_sv:-0.512  ,1.3960667094346574935,1.5679935323078497689,0
cand_3_sv:0.00512 ,1.1917778635923679253,1.0929365232400691799,0
cand_3_sv:0.0512  ,1.1735739070321640209,1.0506047105508609096,0
cand_3_sv:0.512   ,0.99153434143012375568,0.62728658365877931757,0
cand_3_sv:1.02    ,0.78926815742785683128,0.15693310933424409193,0
cand_4_sv:-0.512  ,1.262614967137364097,1.4366285533109397488,0
cand_4_sv:0.00512 ,1.0583261212950743069,0.96157154424315915975,0
cand_4_sv:0.0512  ,1.0401221647348704025,0.91923973155395100054,0
cand_4_sv:0.512   ,0.8580825991328301372,0.49592160466186929746,0
cand_4_sv:1.02    ,0.6558164151305632128,0.025568130337334071811,0
cand_5_sv:-0.512  ,1.4478444120450091326,1.6899466602647159608,0
cand_5_sv:0.00512 ,1.2435555662027195645,1.2148896511969353718,0
cand_5_sv:0.0512  ,1.2253516096425156601,1.1725578385077271015,0
cand_5_sv:0.512   ,1.0433120440404755058,0.74923971161564550947,0
cand_5_sv:1.02    ,0.8410458600382084704,0.27888623729111028382,0
cand_6_sv:-0.512  ,1.2952043554447802975,1.4965669925687328234,0
cand_6_sv:0.00512 ,1.0909155096024905074,1.0215099835009522344,0
cand_6_sv:0.0512  ,1.072711553042286603,0.97917817081174407523,0
cand_6_sv:0.512   ,0.89067198744024633772,0.55586004391966237215,0
cand_6_sv:1.02    ,0.68840580343797941332,0.085506569595127146499,0
cand_7_sv:-0.512  ,1.659865626875655753,2.2000000000000001776,0
cand_7_sv:0.00512 ,1.4555767810333659629,2.1952964652567548143,0
cand_7_sv:0.0512  ,1.4373728244731620585,2.152964652567546544,0
cand_7_sv:0.512   ,1.2553332588711216822,1.729646525675464952,0
cand_7_sv:1.02    ,1.0530670748688548688,1.2592930513509297263,0
