real_name,par1,par2,par3
cand_0_sv:-0.41   ,1.3008061375119841507,2.2000000000000001776,0
cand_0_sv:0.0041  ,1.1914522911241280934,1.8466802931188326387,0
cand_0_sv:0.041   ,1.1817078889707548495,1.8111274996607464871,0
cand_0_sv:0.41    ,1.0842638674370217444,1.4555995650798847496,0
cand_0_sv:0.819   ,0.97599273239954065229,1.0605685266567053127,0
cand_1_sv:-0.41   ,1.1091115778998943409,1.0592621365118550791,0
cand_1_sv:0.0041  ,0.99975773151203828348,0.6602807877044436502,0
cand_1_sv:0.041   ,0.99001332935866503959,0.62472799424635749865,0
cand_1_sv:0.41    ,0.89256930782493193455,0.26920005966549581666,0
cand_1_sv:0.819   ,0.78429817278745084241,-0.12583097875768378682,0
cand_2_sv:-0.41   ,1.0145960392863970778,1.20006801880989733,0
cand_2_sv:0.0041  ,0.90524219289854102044,0.80108667000248590107,0
cand_2_sv:0.041   ,0.89549779074516777655,0.76553387654439974952,0
cand_2_sv:0.41    ,0.7980537692114346715,0.41000594196353806753,0
cand_2_sv:0.819   ,0.68978263417395357937,0.014974903540358464049,0
cand_3_sv:-0.41   ,1.3552918730042911033,1.9267868121004043669,0
cand_3_sv:0.0041  ,1.2459380266164350459,1.527805463292992938,0
cand_3_sv:0.041   ,1.236193624463061802,1.4922526698349067864,0
cand_3_sv:0.41    ,1.138749602929328697,1.1367247352540450489,0
cand_3_sv:0.819   ,1.0304784678918474938,0.74169369683086550094,0
cand_4_sv:-0.41   ,1.2929939266206065263,1.5537209618009204526,0
cand_4_sv:0.0041  ,1.1836400802327504689,1.1547396129935090237,0
cand_4_sv:0.041   ,1.173895678079377225,1.1191868195354228721,0
cand_4_sv:0.41    ,1.0764516565456441199,0.76365888495456113461,0
cand_4_sv:0.819   ,0.96818052150816302781,0.36862784653138158664,0
cand_5_sv:-0.41   ,1.2238434833464035822,2.0468665023064249731,0
cand_5_sv:0.0041  ,1.1144896369585475249,1.6478851534990135441,0
cand_5_sv:0.041   ,1.104745234805174281,1.6123323600409273926,0
cand_5_sv:0.41    ,1.0073012132714411759,1.2568044254600656551,0
cand_5_sv:0.819   ,0.8990300782339600838,0.8617733870368861071,0
cand_6_sv:-0.41   ,1.2499105814247866153,1.8614989124728309466,0
cand_6_sv:0.0041  ,1.1405567350369305579,1.4625175636654195177,0
cand_6_sv:0.041   ,1.130812332883557314,1.4269647702073333662,0
cand_6_sv:0.41    ,1.033368311349824209,1.0714368356264716287,0
cand_6_sv:0.819   ,0.92509717631234311686,0.67640579720329208069,0
cand_7_sv:-0.41   ,0.87868968167349414955,0.73513177460206646785,0
cand_7_sv:0.0041  ,0.76933583528563809217,0.33615042579465514994,0
cand_7_sv:0.041   ,0.75959143313226484828,0.30059763233656894288,0
cand_7_sv:0.41    ,0.66214741159853174324,-0.0549303022442926836,0
cand_7_sv:0.819   ,0.5538762765610506511,-0.44996134066747228708,0
cand_8_sv:-0.41   ,1.3240288679875691358,2.1140547541078471561,0
cand_8_sv:0.0041  ,1.2146750215997130784,1.7150734053004359492,0
cand_8_sv:0.041   ,1.2049306194463398345,1.6795206118423497976,0
cand_8_sv:0.41    ,1.1074865979126067295,1.3239926772614880601,0
cand_8_sv:0.819   ,0.99921546287512563733,0.92896163883830851216,0
cand_9_sv:-0.41   ,1.3620274773782083955,1.7502392489752436333,0
cand_9_sv:0.0041  ,1.2526736309903523381,1.3512579001678322044,0
cand_9_sv:0.041   ,1.2429292288369790942,1.3157051067097460528,0
cand_9_sv:0.41    ,1.1454852073032459892,0.96017717212888431533,0
cand_9_sv:0.819   ,1.037214072265765008,0.56514613370570476736,0
cand_10_sv:-0.41   ,1.2710981295872272323,1.5844948199558444024,0
cand_10_sv:0.0041  ,1.1617442831993711749,1.1855134711484329735,0
cand_10_sv:0.041   ,1.151999881045997931,1.1499606776903468219,0
cand_10_sv:0.41    ,1.054555859512264826,0.79443274310948508443,0
cand_10_sv:0.819   ,0.94628472447478373386,0.39940170468630553646,0
cand_11_sv:-0.41   ,1.3057841168096262496,1.8427246552594203077,0
cand_11_sv:0.0041  ,1.1964302704217701923,1.4437433064520088788,0
cand_11_sv:0.041   ,1.1866858682683969484,1.4081905129939227272,0
cand_11_sv:0.41    ,1.0892418467346638433,1.0526625784130609897,0
cand_11_sv:0.819   ,0.98097071169718275119,0.65763153998988144178,0
cand_12_sv:-0.41   ,1.4490733913469076022,1.9782686613195001879,0
cand_12_sv:0.0041  ,1.3397195449590515448,1.579287312512088759,0
cand_12_sv:0.041   ,1.3299751428056783009,1.5437345190540026074,0
cand_12_sv:0.41    ,1.2325311212719451959,1.1882065844731408699,0
cand_12_sv:0.819   ,1.1242599862344642148,0.79317554604996132195,0
cand_13_sv:-0.41   ,1.2856620183898010978,1.8300084623189207811,0
cand_13_sv:0.0041  ,1.1763081720019450405,1.4310271135115093522,0
cand_13_sv:0.041   ,1.1665637698485717966,1.3954743200534232006,0
cand_13_sv:0.41    ,1.0691197483148386915,1.0399463854725614631,0
cand_13_sv:0.819   ,0.96084861327735759939,0.64491534704938191513,0
cand_14_sv:-0.41   ,1.3065508218711359145,1.8176097298918727496,0
cand_14_sv:0.0041  ,1.1971969754832798571,1.4186283810844613207,0
cand_14_sv:0.041   ,1.1874525733299066133,1.3830755876263751691,0
cand_14_sv:0.41    ,1.0900085517961735082,1.0275476530455134316,0
cand_14_sv:0.819   ,0.98173741675869241607,0.63251661462233388367,0
cand_15_sv:-0.41   ,1.3298016962130607688,2.0419530702863153415,0
cand_15_sv:0.0041  ,1.2204478498252047114,1.6429717214789039126,0
cand_15_sv:0.041   ,1.2107034476718314675,1.607418928020817761,0
