real_name,par1,par2,par3
cand_0_sv:-0.64   ,1.6934828123956466861,1.1576971815338166216,0
cand_0_sv:0.0064  ,1.1368442469449568932,1.4863101262773221745,0
cand_0_sv:0.064   ,1.0872427906176678203,1.5155924678881296241,0
cand_0_sv:0.64    ,0.59122822734477586959,1.8084158839962038989,0
cand_0_sv:1.28    ,0.040100934819340405824,2.1337752352273975376,0
cand_1_sv:-0.64   ,1.8947715493916823526,1.3557911512986060565,0
cand_1_sv:0.0064  ,1.3381329839409923377,1.6844040960421116093,0
cand_1_sv:0.064   ,1.2885315276137032647,1.713686437652919059,0
cand_1_sv:0.64    ,0.79251696434081131404,2.0065098537609933338,0
cand_1_sv:1.28    ,0.24138967181537585027,2.2000000000000001776,0
cand_2_sv:-0.64   ,2.2000000000000001776,1.874640648768806539,0
cand_2_sv:0.0064  ,2.1944887270747459596,2.2000000000000001776,0
cand_2_sv:0.064   ,2.1448872707474566646,2.2000000000000001776,0
cand_2_sv:0.64    ,1.6488727074745646028,2.2000000000000001776,0
cand_2_sv:1.28    ,1.0977454149491292501,2.2000000000000001776,0
cand_3_sv:-0.64   ,1.1980950254408377909,-1.0312379086514935622,0
cand_3_sv:0.0064  ,0.64145645999014810901,-0.7026249639079881204,0
cand_3_sv:0.064   ,0.59185500366285892504,-0.67334262229718067072,0
cand_3_sv:0.64    ,0.095840440389966974344,-0.38051920618910645144,0
cand_3_sv:1.28    ,-0.45528685213546848942,-0.055159854957912868301,0
cand_4_sv:-0.64   ,2.2000000000000001776,1.874640648768806539,0
cand_4_sv:0.0064  ,2.1944887270747459596,2.2000000000000001776,0
cand_4_sv:0.064   ,2.1448872707474566646,2.2000000000000001776,0
cand_4_sv:0.64    ,1.6488727074745646028,2.2000000000000001776,0
cand_4_sv:1.28    ,1.0977454149491292501,2.2000000000000001776,0
cand_5_sv:-0.64   ,1.4786644349971158618,1.7242849510556026438,0
cand_5_sv:0.0064  ,0.92202586954642618,2.0528978957991084187,0
cand_5_sv:0.064   ,0.87242441321913699603,2.0821802374099158683,0
cand_5_sv:0.64    ,0.37640984994624504534,2.2000000000000001776,0
cand_5_sv:1.28    ,-0.17471744257919041843,2.2000000000000001776,0
cand_6_sv:-0.64   ,1.0645265880367489331,-0.43814678988473237942,0
cand_6_sv:0.0064  ,0.50788802258605902917,-0.10953384514122685434,0
cand_6_sv:0.064   ,0.45828656625876978969,-0.080251503530419432408,0
cand_6_sv:0.64    ,-0.03772799701412210549,0.21257191257765478687,0
cand_6_sv:1.28    ,-0.58885528953955756926,0.53793126380884837001,0
cand_7_sv:-0.64   ,1.9056909484853727932,0.26555705976201032792,0
cand_7_sv:0.0064  ,1.3490523830346830003,0.59417000450551582524,0
cand_7_sv:0.064   ,1.2994509267073939274,0.62345234611632327493,0
cand_7_sv:0.64    ,0.80343636343450197668,0.91627576222439754972,0
cand_7_sv:1.28    ,0.25230907090906651291,1.2416351134555911884,0
cand_8_sv:-0.64   ,0.89830009952593237177,1.4877583419003452825,0
cand_8_sv:0.0064  ,0.3416615340752425789,1.8163712866438508353,0
cand_8_sv:0.064   ,0.29206007774795333942,1.845653628254658285,0
cand_8_sv:0.64    ,-0.20395448552493855576,2.1384770443627325598,0
cand_8_sv:1.28    ,-0.75508177805037401953,2.2000000000000001776,0
cand_9_sv:-0.64   ,1.8433989200585343404,1.5438636210140908034,0
cand_9_sv:0.0064  ,1.2867603546078443255,1.8724765657575963562,0
cand_9_sv:0.064   ,1.2371588982805552526,1.9017589073684038059,0
cand_9_sv:0.64    ,0.74114433500766330187,2.1945823234764780807,0
cand_9_sv:1.28    ,0.19001704248222783811,2.2000000000000001776,0
