real_name,par1,par2
cand_0_sv:-0.05   ,0.3188952425018401482,-0.23707711361778935344
cand_0_sv:0.01    ,0.1877832635144356388,-0.29800724144194051801
cand_0_sv:0.1     ,-0.008884704966671097548,-0.3894024331781673065
cand_0_sv:0.5     ,-0.88296456488270114171,-0.79560328533917523686
cand_0_sv:1       ,-1.9755643897777386275,-1.3033543505404350249
cand_2_sv:-0.05   ,0.18889358642408354827,-0.25082096267129955214
cand_2_sv:0.01    ,0.25093377708057901243,-0.12450050456551556288
cand_2_sv:0.1     ,0.34399406306532226418,0.064980182593160407123
cand_2_sv:0.5     ,0.75759533410862545111,0.9071165699650535208
cand_2_sv:1       ,1.2745969229127542821,1.9597870541799200517
cand_4_sv:-0.05   ,0.15735197237985007468,-0.0093908140383985039268
cand_4_sv:0.01    ,0.21745721554155689192,0.10245309052851223064
cand_4_sv:0.1     ,0.30761508028411710391,0.27021894737887830473
cand_4_sv:0.5     ,0.70831670136216251521,1.0158449778249498685
cand_4_sv:1       ,1.2091937277097193348,1.9478775158825394342
cand_5_sv:-0.05   ,0.16471870454944065321,-0.15547858176107193229
cand_5_sv:0.01    ,0.23714934972964946125,-0.040847060358113113088
cand_5_sv:0.1     ,0.34579531749996267331,0.13110022174632510183
cand_5_sv:0.5     ,0.82866628536802133809,0.89531036443271716507
cand_5_sv:1       ,1.4322549952030947384,1.8505730427907072233
cand_6_sv:-0.05   ,0.20002858805199030812,-0.16089496980808684623
cand_6_sv:0.01    ,0.25665413234937073383,-0.037795605252498365445
cand_6_sv:0.1     ,0.34159244879544137241,0.14685344158088436961
cand_6_sv:0.5     ,0.71909607744464421053,0.96751587195147426002
cand_6_sv:1       ,1.1909756132561477582,1.9933439099147116647
cand_7_sv:-0.05   ,0.18872571257319717408,-0.10150491073635786732
cand_7_sv:0.01    ,0.25945877247628762463,0.010522535783589415104
cand_7_sv:0.1     ,0.36555836233092325882,0.17856370556351033874
cand_7_sv:0.5     ,0.83711209501819283663,0.92541334902982552713
cand_7_sv:1       ,1.4265542608772796562,1.8589754033627194918
cand_8_sv:-0.05   ,0.098033287407878338948,-0.12953290946938794681
cand_8_sv:0.01    ,0.16068725861543259326,-0.011243792434716091966
cand_8_sv:0.1     ,0.2546682154267639886,0.16618988311729165908
cand_8_sv:0.5     ,0.6723613568104589433,0.95478399668177049708
cand_8_sv:1       ,1.1944777835400777199,1.9405266386373691834
cand_9_sv:-0.05   ,0.10408857807358998238,-0.23613657399781468049
cand_9_sv:0.01    ,0.17639233074815049984,-0.11606065645547813947
cand_9_sv:0.1     ,0.28484795975999127604,0.064053219858026644307
cand_9_sv:0.5     ,0.76687297759039474432,0.86455933680693675125
cand_9_sv:1       ,1.369404249878398927,1.8651919829930745376
cand_12_sv:-0.05   ,0.1377355070172749385,-0.11082656804473715872
cand_12_sv:0.01    ,0.20377462350004049707,0.0044859798291859709352
cand_12_sv:0.1     ,0.30283329822418880717,0.17745480164007065849
cand_12_sv:0.5     ,0.74309407477595912361,0.94620512079955809703
cand_12_sv:1       ,1.2934200454656719081,1.907143019748917423
cand_13_sv:-0.05   ,0.15480778189138488798,-0.20501236714711157383
cand_13_sv:0.01    ,0.23000022962505928259,-0.088717615618880529826
cand_13_sv:0.1     ,0.34278890122557093001,0.085724511673466036177
cand_13_sv:0.5     ,0.84407188611673356071,0.86102285519500620925
cand_13_sv:1       ,1.4706756172306869601,1.8301457845969313354
cand_base_sv:-0.05   ,0.11830734444996579557,-0.21915575765074693515
cand_base_sv:0.01    ,0.19083320605560336047,-0.10033269503390560007
cand_base_sv:0.1     ,0.29962199846405973558,0.077901898891356402554
cand_base_sv:0.5     ,0.78312774250164352008,0.87005564967029858092
cand_base_sv:1       ,1.3875099225486233756,1.8602478381439762067
