real_name,constraint1,constraint2,constraint3,obs
0,-0.75953155500000002487,-0.22214306999999999803,-0.39266984999999998696,11.633744800000000552
1,-0.4969629709999999756,-0.081624325299999994643,-0.23143491899999998895,3.9090663299999999225
2,-0.68688984099999994548,0.022262873900000000604,-0.26585078699999997731,4.715451289999999851
3,-0.46164404500000000287,0.050919156999999999613,-0.16428995499999998753,1.8598338800000000504
4,-0.38292682900000002411,0.33315833500000002765,-0.019907397699999999224,0.79446266700000001126
5,-0.56637685900000001027,0.13514910499999999161,-0.17249110200000000725,1.8240112799999999016
6,-0.61454938500000000356,0.15974829300000001342,-0.1819204369999999904,1.9929920599999999542
7,-0.56540604599999999547,0.23544687100000000202,-0.13198366999999999738,1.0488740199999999625
8,-0.36900973799999997604,0.10380696200000000262,-0.10608111000000000623,1.0086531499999999983
9,-0.50584214599999999251,-0.039768258799999997577,-0.21824416199999999155,3.357882529999999921
10,-0.43790568899999998687,0.12771387700000000343,-0.12407672499999999882,1.1166657499999999015
11,-0.4227587850000000258,-0.10176088499999999537,-0.20980786800000000847,3.4535713499999998177
12,-0.44846101199999999221,0.17066893699999999279,-0.11111682999999999977,0.92090462200000000603
13,-0.5974034230000000445,0.055318043699999999707,-0.21683415200000000223,3.0270381400000001548
14,-0.48363492600000002053,-0.024137993499999999686,-0.20310916800000000659,2.9149316199999999455
15,-0.87274250600000002898,-0.15575660299999999348,-0.41139964400000000877,12.728301500000000601
16,-0.46288353100000001472,-0.24340276499999999316,-0.28251451799999999226,6.6417134999999998257
17,-0.59449528900000003784,0.15021887999999999908,-0.17771056299999998807,1.9109741200000001093
18,-0.39913539799999997459,-0.0071222505199999997655,-0.16250305900000000525,2.0287698100000000068
19,-0.63881753100000004952,-0.19298216100000001316,-0.33271987699999999721,8.2905291099999995907
base,-0.52231405399999997208,-0.0014592457499999998954,-0.20950931999999999888,2.9874896500000001076
