real_name,constraint1,constraint2,constraint3,obs
cand_tr1_rs:0.01    ,-0.82473343799999998538,-0.984476419000000047,-0.7236839430000000517,49.628753299999999626
cand_tr1_rs:0.1     ,-0.69017147199999995255,-1.024786390000000047,-0.68598314400000004465,47.889255800000000818
cand_tr1_rs:0.5     ,-0.092118287199999995818,-1.2039418099999998901,-0.51842403900000000316,50.486121799999999382
cand_tr1_rs:1       ,0.65544819300000001228,-1.4278860900000001077,-0.30897515700000000027,81.302024299999999357
cand_tr2_rs:0.01    ,-1.6718567600000000528,-0.160646810000000001,-0.7330014270000000387,56.852092499999997699
cand_tr2_rs:0.1     ,-1.5372947900000000221,-0.20095677900000000204,-0.69530062800000003165,47.359843200000000252
cand_tr2_rs:0.5     ,-0.93924160700000003388,-0.38011220000000001118,-0.52774152299999999016,22.250517599999998453
cand_tr2_rs:1       ,-0.1916751270000000007,-0.60405647600000000885,-0.31829264099999998727,14.088638200000000111
cand_tr3_rs:0.01    ,-3.0626114800000001637,1.2234154999999999891,-0.73567839000000001537,338.25619599999998854
cand_tr3_rs:0.1     ,-2.9280495100000001329,1.1831055299999999608,-0.69797759100000000831,283.90441600000002609
cand_tr3_rs:0.5     ,-2.3299963199999997876,1.0039501099999998956,-0.53041848599999996683,115.28748799999999619
cand_tr3_rs:1       ,-1.5824298400000000875,0.780005834000000009,-0.32096960400000001945,23.132782999999999873
cand_tr4_rs:0.01    ,6.1119486299999996604,-0.45707705799999998053,2.2619486300000000156,1363.0461900000000242
cand_tr6_rs:0.01    ,-2.929698109999999911,-0.27128389899999999502,-1.2803927999999999976,288.1179159999999797
cand_tr6_rs:0.1     ,-2.7951361399999998802,-0.31159386900000002329,-1.2426920100000000691,251.58481100000000197
cand_tr6_rs:0.5     ,-2.1970829599999999182,-0.49074928899999997745,-1.075132900000000058,135.99190699999999765
cand_tr6_rs:1       ,-1.4495164799999999961,-0.71469356500000003063,-0.86568401800000005508,66.082592300000001728
cand_tr8_rs:0.01    ,-1.5623231799999999225,1.5021106799999999204,-0.024085002500000000925,12.775077299999999525
cand_tr8_rs:0.1     ,-1.4277612200000000531,1.4618007099999998921,0.01361579620000000039,6.4295552200000001264
cand_tr8_rs:0.5     ,-0.82970803199999998423,1.282645290000000049,0.18117490199999999878,2.0367529200000000777
cand_tr8_rs:1       ,-0.082141551899999998287,1.0587010100000000534,0.39062378399999997391,21.028009900000000698
cand_tr9_rs:0.01    ,-3.7863780899999999185,-0.99575304700000000224,-1.9128524600000000877,636.91820199999995111
cand_tr9_rs:0.1     ,-3.651816129999999827,-1.0360630200000000567,-1.8751516599999999979,575.1553000000000111
cand_tr9_rs:0.5     ,-3.0537629399999999258,-1.2152184399999998998,-1.7075925499999999868,366.66199299999999539
cand_tr9_rs:1       ,-2.3061964599999997816,-1.4391627099999999562,-1.4981436699999999274,219.47164000000000783
cand_tr10_rs:0.01    ,-3.6531461499999999809,-0.66217819899999996736,-1.726129739999999968,570.30755299999998442
cand_tr10_rs:0.1     ,-3.5185841799999999502,-0.70248816800000002392,-1.6884289400000001002,510.4147270000000276
cand_tr10_rs:0.5     ,-2.9205309999999999881,-0.88164358899999994978,-1.5208698400000000284,310.031345999999985
cand_tr10_rs:1       ,-2.1729645199999998439,-1.1055878599999999778,-1.3114209500000000297,171.24877799999998729
cand_tr11_rs:0.01    ,-0.67421492999999999007,0.30956376400000001903,-0.14586046699999999365,1.2278805900000000495
cand_tr11_rs:0.1     ,-0.53965296399999995725,0.26925379399999999075,-0.10815966800000000048,0.77624851200000000162
cand_tr11_rs:0.5     ,0.058400220900000000823,0.090098373300000006436,0.059399437700000001783,1.3550835400000000863
cand_tr11_rs:1       ,0.80596670100000000758,-0.1338459029999999883,0.26884831999999997398,1.7529247699999999099
cand_tr18_rs:0.01    ,6.2966115299999998456,-0.18008270500000000958,2.4466115300000002009,1230.6162999999999101
cand_trbase_rs:0.01    ,4.908160829999999919,-2.2627587500000001519,1.0581608300000000522,2393.4753700000001118
