real_name,constraint1,constraint2,constraint3,obs
0,-0.55562943799999997552,0.0098652602900000004038,-0.21830567100000000669,3.1823662299999999625
1,-0.64433342400000004346,-0.017140447699999998565,-0.26458954899999997945,4.7412561300000000131
2,-0.6517400719999999481,-0.012017593000000000025,-0.26550306600000000978,4.7632348000000002131
3,-0.55854276899999999451,-0.0065273872599999997746,-0.22602806300000000128,3.4492316100000000034
4,-0.61228101599999995575,0.0035115949399999999737,-0.24350776800000001332,3.955404590000000109
5,-0.6029297989999999885,-0.0067485697799999997543,-0.24387134699999998833,3.994586120000000129
6,-0.70292569500000001703,-0.033119682599999998585,-0.29441815100000001681,5.9789664399999997713
7,-0.49469370899999998148,0.0034909530699999999186,-0.19648110299999999029,2.6570854399999999096
8,-0.58041840099999997271,-0.0012625668099999999214,-0.23267238700000000828,3.6281447799999999582
9,-0.64823512599999999484,-0.013855755600000000186,-0.26483635300000002433,4.7425955599999998213
10,-0.73805609599999999482,-0.021810022200000001025,-0.30394644700000000848,6.3952296999999997951
11,-0.49696804999999999453,0.00329938749000000019,-0.19746746500000000868,2.6803483500000000461
12,-0.55409746800000003741,-0.0015357698299999999157,-0.22225329499999998961,3.3266111800000000009
13,-0.50749580299999996758,0.015630580299999998622,-0.19674608900000001288,2.6221911300000000367
14,-0.59466907099999999353,-0.022264252700000000673,-0.24677333000000001295,4.1349001400000000572
15,-0.65932726699999999465,-0.011532991299999999918,-0.26834410300000000049,4.8693954599999997868
16,-0.74819380700000004403,-0.041860400300000003004,-0.31602168299999999768,6.9948703899999999933
17,-0.69395558599999995764,-0.017894640600000000924,-0.28474009000000000125,5.5376887999999997447
18,-0.51263036600000000398,0.011380885699999999244,-0.20049979200000001001,2.7237696900000001321
19,-0.59687415499999996182,-0.0037936381699999999727,-0.24026711700000000227,3.8705122099999997864
base,-0.61708645600000000542,-0.0082988675700000000268,-0.25015412900000000285,4.2073114900000003757
