real_name,constraint1,constraint2,constraint3,obs
0,-0.42066551600000001709,0.50906006500000000603,0.035357819499999998403,1.5021586899999999076
1,-0.66452979999999994831,-0.14141236099999998643,-0.32237686399999998521,7.5559636699999996878
2,-0.65857764900000004271,-0.12539652100000001078,-0.31358966799999998809,7.0903129600000003308
3,-0.20679725600000001262,0.70401204100000003283,0.19888591399999999698,7.4050924099999999584
4,-0.47043910700000002301,0.033039819499999997787,-0.17495971499999998788,2.1080080300000001436
5,-0.20479916500000000523,0.50415604599999996882,0.11974275299999999345,3.8346071600000000146
6,-0.65908721900000000193,0.55148326899999999817,-0.043041579699999998887,0.42805882200000000548
7,-0.52008607699999997998,0.50831281600000000065,-0.0047093040499999998943,0.80920840199999999331
8,-0.46161992899999998441,0.053433456199999999903,-0.16327458899999999775,1.835086549999999983
9,-0.32058765799999999757,0.62033888800000003272,0.11990049199999999741,3.8868292399999999631
10,-0.17418979000000001101,0.042419735799999996884,-0.052708021899999998872,0.91804788699999995139
11,-0.73070977999999997543,0.62782126500000001723,-0.041155405700000001479,0.36723430099999998522
12,-0.55143365200000005188,0.68836089099999997476,0.054770895700000002404,1.5931021999999999128
13,-0.45269733099999998061,0.45308685500000001056,0.00015580938199999998998,0.94102825599999995188
14,-0.8503634500000000207,0.23397645200000000143,-0.24655479899999999116,4.157207940000000157
15,-0.32599386099999999589,0.571378143000000005,0.098153712700000006475,3.1530944999999999112
16,-0.73550618499999997901,0.31846485299999999219,-0.16681653299999998907,1.6642719100000000765
17,-0.38006290300000000748,0.77716825700000002897,0.15884214199999999173,5.2306604099999995938
18,-0.68228499700000000416,0.28864336000000001548,-0.15745665500000000092,1.4397263000000000144
19,-0.24554462199999999017,0.45685250199999999365,0.084523152399999995632,2.7105369200000000163
base,-0.57685469000000000328,0.38092778999999998835,-0.078370759999999997647,0.54063264300000002383
