real_name,constraint1,constraint2,constraint3,obs
0,-1.0245868899999999169,0.060280586800000000858,-0.38572251899999998592,11.72384710000000041
1,-0.75241781500000004534,0.096044630500000005568,-0.26254927399999999915,4.5563883299999998755
2,-0.54142723000000003708,0.012695512399999999212,-0.21149268700000001253,2.9923673299999999919
3,-0.44377301699999999185,-0.30145239899999998201,-0.29809016599999998975,7.778213100000000324
4,-0.58467219999999997526,0.08586106849999999846,-0.19952445299999999051,2.5104442300000000543
5,-1.0797414000000000733,-0.44022979200000000866,-0.60798847700000002714,30.33110200000000134
6,-0.71460649600000003545,0.18576591500000000368,-0.21153623199999999072,2.770924309999999835
7,-0.69937049100000003854,-0.012802188200000000004,-0.28486907200000000095,5.5348703999999999681
8,-1.1161958400000000502,-0.14745397800000001332,-0.50545992799999994727,20.922913000000001205
9,-0.75520115600000004008,-0.11215166399999999813,-0.34694112799999998753,8.6944071399999991456
10,-0.66708683800000001529,0.16962447899999999468,-0.19898494299999999746,2.4077460199999998203
11,-1.270659970000000083,0.024277497200000001248,-0.49855298799999997472,22.648458800000000224
12,-0.40926466400000000023,-0.098810089000000003723,-0.20322990099999999059,3.2818814000000000597
13,-0.72250748600000003208,-0.056274330699999999816,-0.31151272699999998927,6.7976117900000003758
14,-0.45066379600000000538,0.29894493199999999655,-0.060687545599999996593,0.60408767299999999167
15,-0.37300307599999998898,0.47235469099999999321,0.039740646099999998864,1.6251466500000000259
16,-0.67615257299999997898,-0.35230961599999999212,-0.4113848749999999832,13.581659200000000709
17,-0.34375025999999997417,-0.067017466999999997235,-0.16430709099999998846,2.3319423100000000737
18,-0.76854474399999994638,0.12254687000000000219,-0.25839915000000002188,4.4074159399999999209
19,-0.83378286199999995798,0.16969342600000000831,-0.26563577399999999118,4.8120438500000002335
base,-0.71387948700000003477,-0.024105252399999999025,-0.29519389600000001117,5.9987677100000000863
