real_name,constraint1,constraint2,obs
0,-1.8827446500000000196,-2.3532956500000001832,273.76927599999999074
1,-0.14264264500000001235,-3.5795977500000000227,610.92229299999996783
2,-1.4713229599999999575,-2.0067105500000002039,188.71577199999998697
3,-1.8843910999999999856,-2.1377377900000000821,242.48652699999999527
4,-2.8909356399999999176,-2.4505765099999998746,444.21912500000001955
5,-2.6669464399999998072,-1.7723683400000000976,317.23970500000001493
6,-2.5392603199999999042,-3.149217629999999879,494.77640200000001869
7,-2.1836662499999999199,-3.1949785699999999622,460.03455600000000913
8,-2.9018679299999998733,-1.3391707999999999945,333.70238699999998744
9,-2.8479742199999997787,-2.2237096300000001037,405.81080100000002631
10,-3.4595965299999997811,-2.1051403999999998007,561.9641390000000456
11,-1.2829670300000000083,-1.6948144000000000542,137.23223200000001043
12,-2.0129076000000001301,-2.9530584399999999512,392.62930000000000064
13,-0.87600685300000002975,-2.4826719900000000507,241.355953999999997
14,-0.71056026800000005039,-3.47960129000000018,511.50329799999997249
15,-1.8099898500000000112,-0.6527677729999999956,94.681087899999994306
16,-0.46382999699999999388,-3.1180436799999999842,408.89277299999997695
17,-0.91340837600000002183,-1.5564078599999999764,103.30526299999999651
18,-2.4994254699999998159,-2.0628518800000001931,317.48619899999999916
19,-1.8396949400000000008,-1.376200089999999987,151.32481000000001359
base,-1.8249999999999999556,-2.2999999999999998224,260.01999999999998181
