real_name,constraint1,constraint2,obs
cand_0_sv:-0.0205 ,-0.13043812499999998811,0.20332618899999999051,1.2673062500000000785
cand_0_sv:0.0041  ,-0.24233131999999998896,0.2574581699999999862,1.0597241200000000472
cand_0_sv:0.041   ,-0.41017111200000000437,0.33865614100000002162,0.71952521400000002405
cand_0_sv:0.205   ,-1.1561257499999999521,0.69953601399999998378,4.7740602000000000871
cand_0_sv:0.41    ,-2.0885690399999998768,1.1506358500000000156,71.273832999999996218
cand_1_sv:-0.0205 ,-0.87356417299999999937,-0.26599988499999999148,16.060103099999999188
cand_1_sv:0.0041  ,-0.74078228899999998269,-0.32375943200000001365,14.230987900000000579
cand_1_sv:0.041   ,-0.54160946200000004147,-0.41039875399999997674,12.610311899999999241
cand_1_sv:0.205   ,0.34360310199999999359,-0.79546240400000001181,19.357037299999998226
cand_1_sv:0.41    ,1.4501188099999999803,-1.2767919700000001093,93.020851100000001566
cand_2_sv:-0.0205 ,-0.76034234199999994885,-0.24804805899999998742,12.396668699999999319
cand_2_sv:0.0041  ,-0.62945064200000000465,-0.30498538400000002602,11.102018599999999182
cand_2_sv:0.041   ,-0.43311309199999997732,-0.39039137200000001426,10.082991699999999113
cand_2_sv:0.205   ,0.4394982410000000117,-0.76997354100000003907,17.940492100000000164
cand_2_sv:0.41    ,1.5302624099999999618,-1.2444512500000000088,92.553450200000000336
cand_3_sv:-0.0205 ,-0.32211294099999998597,0.094155415100000000583,0.93510978700000002561
cand_3_sv:0.0041  ,-0.42960388500000001866,0.15005860500000001156,0.96136793899999994917
cand_3_sv:0.041   ,-0.59084030200000003941,0.23391338899999999934,1.1984022100000000233
cand_3_sv:0.205   ,-1.3074466000000000143,0.60660132099999997113,11.150091400000000874
cand_3_sv:0.41    ,-2.2032044700000001924,1.0724612399999999823,90.835223200000001498
cand_4_sv:-0.0205 ,-0.69334474599999995625,0.0031312870399999997995,5.1475707200000000441
cand_4_sv:0.0041  ,-0.55784745700000004653,-0.045012297399999998126,4.0346746500000003621
cand_4_sv:0.041   ,-0.354601524999999973,-0.11722767400000000393,3.0791507999999998546
cand_4_sv:0.205   ,0.54871372900000003892,-0.43818490399999998619,5.0100962700000000183
cand_4_sv:0.41    ,1.6778577999999999548,-0.83938144100000000591,43.65517539999999741
cand_5_sv:-0.0205 ,-0.20459610400000000086,0.088049026200000005127,0.83688054599999994743
cand_5_sv:0.0041  ,-0.31406008600000001607,0.1453097650000000074,0.76664485199999998777
cand_5_sv:0.041   ,-0.47825605799999998391,0.23120087400000000066,0.75342009700000001082
cand_5_sv:0.205   ,-1.2080159399999998993,0.61293913600000005104,7.3872542199999999823
cand_5_sv:0.41    ,-2.1202157900000000446,1.090111959999999991,76.871753200000000561
cand_6_sv:-0.0205 ,-0.31670457000000001857,0.019231954200000001692,1.3532625599999998922
cand_6_sv:0.0041  ,-0.4200543680000000113,0.081186022900000001656,1.3523738000000000703
cand_6_sv:0.041   ,-0.57507906600000002761,0.17411712600000001094,1.5436881300000000472
cand_6_sv:0.205   ,-1.2640777199999999603,0.5871442510000000059,9.7440134500000006312
cand_6_sv:0.41    ,-2.1253260400000000274,1.1034281599999999912,77.522611499999996454
cand_7_sv:-0.0205 ,-0.94732749199999999323,-0.49330126000000001918,27.163176100000001156
cand_7_sv:0.0041  ,-0.81599741699999994715,-0.55042927699999999458,25.049754599999999982
cand_7_sv:0.041   ,-0.61900230400000000319,-0.63612130200000005509,23.253225100000001646
cand_7_sv:0.205   ,0.25653153099999997933,-1.0169747499999999274,33.896814300000002618
cand_7_sv:0.41    ,1.3509488300000001004,-1.4930415500000000506,125.62387699999999313
cand_8_sv:-0.0205 ,-0.2096133840000000137,0.15884938100000001171,0.84410430700000005366
cand_8_sv:0.0041  ,-0.31996811699999999634,0.21337795800000000646,0.72135911699999999414
cand_8_sv:0.041   ,-0.4855002179999999834,0.29517082300000002659,0.60616483799999998361
cand_8_sv:0.205   ,-1.2211984399999999962,0.65869467100000000936,7.177626100000000342
cand_8_sv:0.41    ,-2.1408212199999998582,1.11309948000000003,79.897042299999995407
cand_9_sv:-0.0205 ,-0.5740444209999999714,0.012916821099999999806,3.3455523099999999737
cand_9_sv:0.0041  ,-0.49270215299999997605,0.083214773899999996964,1.7649883699999999731
cand_9_sv:0.041   ,-0.37068875200000001024,0.18866170299999998616,0.71635148999999997965
cand_9_sv:0.205   ,0.17159303100000000697,0.65731472199999996242,14.4351970000000005
cand_9_sv:0.41    ,0.84944525900000000807,1.243130999999999986,70.475312000000002399
cand_10_sv:-0.0205 ,-0.66964357900000004431,0.0029383055499999999674,4.7774492100000003347
cand_10_sv:0.0041  ,-0.53270243500000002967,-0.040696048399999996958,3.6671522500000000022
cand_10_sv:0.041   ,-0.32729071799999998049,-0.10614757900000000579,2.712432580000000204
cand_10_sv:0.205   ,0.58565024700000001268,-0.39704327299999997436,4.0808501200000000253
cand_10_sv:0.41    ,1.7268264499999999018,-0.76066288900000000872,37.122443500000002814
cand_11_sv:-0.0205 ,-0.34827719800000001005,0.036394576999999997402,1.3568958600000000647
cand_11_sv:0.0041  ,-0.45270245100000000571,0.09608378789999999503,1.4072303900000000532
cand_11_sv:0.041   ,-0.60934033200000004005,0.1856176039999999916,1.7051916499999999477
cand_11_sv:0.205   ,-1.3055086899999999162,0.58354567700000004038,11.454167399999999333
cand_11_sv:0.41    ,-2.1757191399999999959,1.0809557700000000935,86.027253400000006422
cand_12_sv:-0.0205 ,-0.33396647299999998593,0.15434164300000000059,0.76048451500000002756
cand_12_sv:0.0041  ,-0.44082603300000000601,0.2094082549999999876,0.74830998400000003912
cand_12_sv:0.041   ,-0.60111537400000003561,0.29200817400000000923,0.90901201499999995104
cand_12_sv:0.205   ,-1.3135124400000000033,0.65911892400000005043,10.557271500000000586
cand_12_sv:0.41    ,-2.2040087800000001117,1.1180073600000000056,90.503602299999997172
cand_13_sv:-0.0205 ,-0.34786151900000000792,0.021548483999999999694,1.4701689399999999797
cand_13_sv:0.0041  ,-0.45091150200000001957,0.08291858700000000193,1.5027961499999999972
