real_name,constraint1,constraint2,obs
0,-0.64643863300000004024,-0.19848964599999999181,8.5694586299999997436
1,-0.36779720199999998975,0.082317864399999995939,1.1247227900000000833
2,-0.49527565499999998133,-0.013012178399999999381,2.8766277599999998671
3,-0.50890226599999999202,-0.077813291899999997847,3.9833575599999999639
4,-0.43513413400000000575,0.020037227399999999605,1.9884734399999999255
5,-0.59961738099999994933,-0.10237296299999999738,5.6370510100000004172
6,-0.58138179300000003558,-0.095422412600000006133,5.2336318100000003284
7,-0.50655778600000000989,-0.038335728800000003214,3.3443974700000000944
8,-0.51590846099999998486,-0.020425559499999999119,3.1842919799999997998
9,-0.58367828300000001995,-0.16911687400000000037,6.7772430100000002895
10,-0.60230321499999994739,-0.062346392200000003148,4.9247170200000001117
11,-0.3627471170000000078,0.096317366099999995877,1.029046579999999933
12,-0.4979789210000000188,0.022757666100000000647,2.4499421199999997789
13,-0.59512214699999999024,-0.14200855000000001116,6.3745735000000003367
14,-0.53929352399999996859,-0.099801612200000000552,4.7368272400000002165
15,-0.64754741500000001508,-0.23559847700000000059,9.5399144299999996122
16,-0.55009384699999996915,-0.069952917599999997478,4.3520693599999997758
17,-0.3723957010000000234,0.12371261899999999589,0.92233570200000003503
18,-0.4708614540000000126,0.017821643899999999733,2.2802984300000002094
19,-0.53647171299999996119,-0.008232260579999999342,3.2289945800000001697
base,-0.50236636800000000758,-0.02194988180000000122,3.0675384000000001095
