real_name,par1,par2
dv_cand_sv:1.48e-05,-1.35504,-1.00819
dv_cand_sv:0.000148,-1.55042,-1.08193
dv_cand_sv:0.000739,-2.2,-1.40967
dv_cand_sv:0.00148 ,-2.2,-1.81933
dv_cand_sv:0.00369 ,-2.2,-2.2
dv_cand_sv:0.00739 ,-2.2,-2.2
dv_cand_sv:0.0148  ,-2.2,-2.2
dv_cand_sv:0.0739  ,-2.2,-2.2
dv_cand_sv:0.111   ,-2.2,-2.2
dv_cand_sv:0.148   ,-2.2,-2.2
dv_cand_sv:0.369   ,-2.2,-2.2
dv_cand_sv:0.739   ,-2.2,-2.2
dv_cand_sv:1.48    ,-2.2,-2.2
dv_cand_sv:2.95    ,-2.2,-2.2
dv_cand_sv:7.39    ,-2.2,-2.2
dv_cand_sv:14.8    ,-2.2,-2.2
