real_name,par1,par2
dv_cand_sv:1.16e-05,-1.35034,-1.00642
dv_cand_sv:0.000116,-1.50343,-1.0642
dv_cand_sv:0.000579,-2.18381,-1.32098
dv_cand_sv:0.00116 ,-2.2,-1.64197
dv_cand_sv:0.00289 ,-2.2,-2.2
dv_cand_sv:0.00579 ,-2.2,-2.2
dv_cand_sv:0.0116  ,-2.2,-2.2
dv_cand_sv:0.0579  ,-2.2,-2.2
dv_cand_sv:0.0868  ,-2.2,-2.2
dv_cand_sv:0.116   ,-2.2,-2.2
dv_cand_sv:0.289   ,-2.2,-2.2
dv_cand_sv:0.579   ,-2.2,-2.2
dv_cand_sv:1.16    ,-2.2,-2.2
dv_cand_sv:2.32    ,-2.2,-2.2
dv_cand_sv:5.79    ,-2.2,-2.2
dv_cand_sv:11.6    ,-2.2,-2.2
