real_name,par1,par2
dv_cand_sv:7.79e-09,0.153041,-1.47091
dv_cand_sv:7.79e-08,0.153052,-1.47093
dv_cand_sv:3.9e-07 ,0.153101,-1.47103
dv_cand_sv:7.79e-07,0.153163,-1.47115
dv_cand_sv:1.95e-06,0.153347,-1.47153
dv_cand_sv:3.9e-06 ,0.153653,-1.47215
dv_cand_sv:7.79e-06,0.154267,-1.47339
dv_cand_sv:3.9e-05 ,0.159172,-1.48336
dv_cand_sv:5.85e-05,0.162239,-1.48958
dv_cand_sv:7.79e-05,0.165305,-1.49581
dv_cand_sv:0.000195,0.183702,-1.53317
dv_cand_sv:0.00039 ,0.214364,-1.59543
dv_cand_sv:0.000779,0.275688,-1.71996
dv_cand_sv:0.00156 ,0.398336,-1.96901
dv_cand_sv:0.0039  ,0.76628,-2.2
dv_cand_sv:0.00779 ,1.37952,-2.2
