real_name,par1,par2
dv_cand_sv:1.91e-08,0.246319,-1.54311
dv_cand_sv:1.91e-07,0.246338,-1.54317
dv_cand_sv:9.57e-07,0.246424,-1.54345
dv_cand_sv:1.91e-06,0.246532,-1.54379
dv_cand_sv:4.79e-06,0.246854,-1.54483
dv_cand_sv:9.57e-06,0.24739,-1.54655
dv_cand_sv:1.91e-05,0.248464,-1.55001
dv_cand_sv:9.57e-05,0.25705,-1.57763
dv_cand_sv:0.000144,0.262417,-1.5949
dv_cand_sv:0.000191,0.267784,-1.61216
dv_cand_sv:0.000479,0.299984,-1.71576
dv_cand_sv:0.000957,0.35365,-1.88842
dv_cand_sv:0.00191 ,0.460983,-2.2
dv_cand_sv:0.00383 ,0.67565,-2.2
dv_cand_sv:0.00957 ,1.31965,-2.2
dv_cand_sv:0.0191  ,2.2,-2.2
