real_name,constraint,obs
dv_cand_sv:1.82e-08,-2.04167,258.888
dv_cand_sv:9.11e-07,-2.04222,259.005
dv_cand_sv:1.82e-06,-2.04278,259.125
dv_cand_sv:4.56e-06,-2.04446,259.484
dv_cand_sv:9.11e-06,-2.04725,260.083
dv_cand_sv:1.82e-05,-2.05284,261.284
dv_cand_sv:9.11e-05,-2.09755,271.015
dv_cand_sv:0.000137,-2.12549,277.211
dv_cand_sv:0.000182,-2.15344,283.495
dv_cand_sv:0.000456,-2.3211,323.078
dv_cand_sv:0.000911,-2.60054,396.487
dv_cand_sv:0.00182 ,-3.14013,564.205
dv_cand_sv:0.00365 ,-3.60013,669.52
dv_cand_sv:0.00911 ,-4.98013,1388.91
dv_cand_sv:0.0182  ,-7.15,4957.6
