real_name,par1,par2
0,0.184671,-0.364036
1,0.748045,-0.370184
2,0.00479273,-0.588658
3,0.43327,-0.793929
4,0.0707124,-0.671764
5,-0.0535341,-1.13735
6,0.0317794,-1.53003
7,0.146034,-0.953955
8,0.534361,-0.592321
9,0.304227,-0.627094
10,0.36952,-0.454132
11,-0.452718,-0.376934
12,0.0036059,-0.752268
13,0.297355,-0.864592
14,-0.0450436,-0.420818
15,0.383017,-1.11332
16,-0.0243655,-0.364371
17,0.23578,-0.165402
18,-0.486939,-0.458646
19,-0.201521,-0.129889
20,0.219996,-0.475195
21,0.31615,-0.807694
22,0.0282455,-0.50016
23,0.103082,-0.989635
24,-0.0709539,-1.23172
25,0.0116275,-0.675436
26,0.0746686,-0.703895
27,-0.250299,-0.549274
28,-0.370576,-0.671859
29,0.186995,-1.24376
30,0.165487,-0.878736
31,0.127663,-0.982982
32,1.07889,-0.718131
33,-0.011557,-0.539322
34,-0.351722,-0.495277
35,0.104448,-0.191917
36,0.135193,-0.550905
37,0.34602,-1.07738
38,0.1013,-0.841619
39,0.0920228,-0.690509
40,-0.383724,-1.47361
41,-0.139542,-1.10694
42,0.143548,-0.542138
43,-0.203317,-0.994718
44,-0.111143,-0.836347
45,0.067529,-0.690195
46,0.296272,-0.366263
47,-0.178873,-0.272096
48,0.0265894,-0.404091
49,-0.0437809,-0.184177
50,0.235494,-1.0797
51,-0.275655,-1.10251
52,0.248377,-0.665502
53,-0.0345225,-1.06595
54,0.301052,-0.127576
55,0.591815,-0.488987
56,0.0729223,-0.445388
57,0.0327097,-0.291113
58,-0.32973,-1.02075
59,-0.67621,-0.439404
60,0.0579923,-0.827082
61,-0.369326,-1.25729
62,0.120586,-0.490554
63,-0.0883565,-0.529309
64,-0.0295561,-0.965222
65,-0.087225,-0.714119
66,-0.0238777,-0.747288
67,0.0208108,-0.849311
68,0.257534,-0.83469
69,-0.0667137,-1.28233
70,0.168578,-0.879015
71,-0.430502,-0.524304
72,0.307331,-0.735943
73,-0.528903,-0.521567
74,0.666099,-0.753932
75,0.102177,-0.569546
76,0.482386,-1.07563
77,0.0192811,-0.991511
78,0.360093,-0.498312
79,0.350149,-0.817493
80,0.296566,-0.627659
81,-0.11987,-0.653795
82,-0.0548244,0.233121
83,0.13935,-1.15055
84,-0.475395,-0.848568
85,-0.720347,-1.48244
86,-0.0540329,-0.338336
87,-0.568553,-1.39125
88,0.406333,-0.570597
89,0.0341601,-0.772366
90,0.103114,-0.563255
91,-0.154296,-1.03255
92,-0.151208,-0.335366
93,0.524761,-1.16514
94,0.0167325,0.0580087
95,0.159328,-0.590423
96,-0.12762,-0.488348
97,0.380276,-0.37878
98,0.33942,-0.830776
base,0.030265,-0.70505
