real_name,constraint,obs
dv_cand_sv:2.11e-08,-1.91872,237.17
dv_cand_sv:1.06e-06,-1.91935,237.297
dv_cand_sv:2.11e-06,-1.92,237.428
dv_cand_sv:5.28e-06,-1.92194,237.819
dv_cand_sv:1.06e-05,-1.92518,238.473
dv_cand_sv:2.11e-05,-1.93165,239.783
dv_cand_sv:0.000106,-1.9834,250.424
dv_cand_sv:0.000158,-2.01575,257.222
dv_cand_sv:0.000211,-2.0481,264.135
dv_cand_sv:0.000528,-2.24219,308.062
dv_cand_sv:0.00106 ,-2.56568,391.029
dv_cand_sv:0.00211 ,-3.14735,565.48
dv_cand_sv:0.00422 ,-3.67985,693.168
dv_cand_sv:0.0106  ,-5.27737,1657.16
dv_cand_sv:0.0211  ,-7.15,4957.6
