real_name,constraint,obs
0,-1.66521,40.7241
1,-2.51511,223.615
2,-0.929123,54.2184
3,-3.02018,397.01
4,-0.480461,77.4585
5,-2.73242,240.016
6,-2.44569,275.195
7,-1.59604,102.101
8,0.111116,1.12384
9,-0.675975,73.9818
10,-0.275324,56.95
11,-1.86821,127.712
12,-1.66511,140.874
13,0.0473581,23.3304
14,-0.153867,41.1729
15,-2.13518,200.056
16,-2.59,200.01
17,-3.05347,549.764
18,-2.37537,258.834
19,-0.797449,63.6306
20,-1.31676,50.1916
21,0.00840404,187.751
22,-1.42142,129.901
23,-1.42342,55.3423
24,-0.940431,15.3442
25,-0.28066,15.7059
26,-0.919764,26.0819
27,-0.538408,59.2761
28,-1.26285,47.32
29,-1.6735,65.1299
30,-0.403031,86.0233
31,-1.36607,325.26
32,-0.328906,75.451
33,-1.24619,100.528
34,-2.57122,261.266
35,-0.71052,45.117
36,-1.57057,26.7033
37,-2.4546,238.353
38,-1.24676,98.0943
39,-3.40988,461.858
40,-3.04986,326.989
41,-2.44658,183.445
42,-1.77068,46.272
43,-1.66506,120.809
44,0.0928846,74.6549
45,-1.31238,83.9725
46,-1.50887,50.8746
47,-1.17031,48.716
48,-2.10592,137.554
49,0.941716,110.144
50,-4.21374,884.95
51,-1.17944,38.3825
52,-2.37701,214.976
53,-2.06092,175.87
54,-1.98106,174.97
55,-0.98686,58.488
56,-0.668713,4.54032
57,-2.15894,118.544
58,-1.83024,110.646
59,-1.97309,176.295
60,-2.19625,110.537
61,0.108415,228.44
62,-0.878822,73.9094
63,-3.12825,347.649
64,-1.28102,351.444
65,-1.40702,64.6287
66,-0.277812,20.5276
67,-1.25264,129.061
68,-3.61893,558.493
69,-1.48533,237.923
70,-1.2747,78.5307
71,-0.216776,29.3497
72,-0.0458021,97.2491
73,-1.41978,210.45
74,-0.656374,63.1551
75,-1.07716,49.1909
76,-1.03619,146.961
77,-1.0372,7.26299
78,0.908591,80.7434
79,-1.24361,208.372
80,-0.658688,91.8498
81,-1.48571,120.058
82,-0.747751,167.662
83,-1.96702,171.504
84,-0.0423263,44.1695
85,-2.47359,266.958
86,-3.06055,391.266
87,-1.08218,5.04792
88,-1.19625,69.6979
89,-1.83881,137.38
90,-1.80761,86.5129
91,-2.24454,198.261
92,-0.982891,70.219
93,-1.98688,107.742
94,-0.849055,137.64
95,1.20124,5.62324
96,-2.83702,317.98
97,-0.0567819,12.5335
98,-3.02693,316.282
base,-1.43873,87.2157
