real_name,constraint1,constraint2,obs
0,-4.7059504399999996238,-1.0453726500000000144,1226.9531400000000758
1,-5.193758510000000328,-1.111167809999999978,1672.6991900000000442
2,-4.7025477899999996723,0.16936764600000001058,1379.5169100000000526
3,-3.5976363199999998876,-2.6788283000000001621,668.80774699999994937
4,-2.251852599999999871,-3.276954400000000156,485.18815200000000232
5,-4.0324667700000000892,-2.4855703199999998887,819.88066200000002937
6,-2.5462292099999999095,-3.1461203499999998989,495.19072599999998374
7,-4.6158925699999997505,-1.1737899800000000106,1146.6666999999999916
8,-2.6598188500000001788,-3.0956360599999999117,503.18389700000000175
9,-4.218042160000000429,-2.4030923699999999776,902.67857800000001589
10,-1.1669100100000000531,-3.7591511099999999068,583.33430299999997715
11,-3.5744971400000000727,-2.6891123800000000799,662.2788349999999582
12,-2.9353085700000001168,-2.9731961899999999055,532.58615399999996498
13,-5.458942160000000321,-1.8515812599999998955,1847.4099900000001071
14,-5.4307229299999999483,-0.96482991200000001175,1964.4943000000000666
15,-0.6811030810000000546,-3.9750652999999998016,708.08708000000001448
16,-3.2556660599999998063,-2.8308150799999998171,585.9868579999999838
17,-2.5005285299999999715,-1.4166826299999999428,251.36495500000000902
18,-4.5672118599999995681,-1.4531883400000000783,1097.9246100000000297
19,-5.523339810000000405,-0.32751425000000000676,2246.6258499999999003
base,-3.90985864999999988,-2.5400628200000001655,771.51076399999999467
