real_name,par1,par2
cand_2_sv:-0.0154 ,0.25903585252974531405,-0.028660957999140222741
cand_2_sv:0.00307 ,0.28164912149320159296,-0.0014112751692733592479
cand_2_sv:0.0307  ,0.31556902493838612234,0.039463249075526937726
cand_2_sv:0.154   ,0.46632415136142818524,0.221127801274639324
cand_2_sv:0.307   ,0.65476805939023074998,0.44820849152352981726
cand_3_sv:-0.0154 ,0.26481005386481171193,0.0010700040762642443193
cand_3_sv:0.00307 ,0.28735605029878352745,0.028238621444318514481
cand_3_sv:0.0307  ,0.32117504494974130624,0.068991547496399921457
cand_3_sv:0.154   ,0.47148168784288685407,0.25011566328342837995
cand_3_sv:0.307   ,0.6593649914593188166,0.47652080801721397041
cand_6_sv:-0.0154 ,0.34875909838596563795,0.14009155934102499041
cand_6_sv:0.00307 ,0.3703270436150987166,0.16608159500263541819
cand_6_sv:0.0307  ,0.40267896145879844561,0.20506664849505107373
cand_6_sv:0.154   ,0.54646526298635267338,0.37833355290578724039
cand_6_sv:0.307   ,0.72619813989579529157,0.59491718341920751811
cand_10_sv:-0.0154 ,0.13926397935600587363,-0.16491680832694485814
cand_10_sv:0.00307 ,0.16140742846256675436,-0.13449885537026765037
cand_10_sv:0.0307  ,0.19462260212240806156,-0.088871925935251838702
cand_10_sv:0.154   ,0.34224559616614724789,0.11391442710926283355
cand_10_sv:0.307   ,0.52677433872082124466,0.36739736841490622243
cand_11_sv:-0.0154 ,0.0054061467567957273428,-0.34265279084576938384
cand_11_sv:0.00307 ,0.030461989798478941033,-0.31141417574190299877
cand_11_sv:0.0307  ,0.068045754361003768507,-0.26455625308610342117
cand_11_sv:0.154   ,0.23508470797222516535,-0.056298819060327576214
cand_11_sv:0.307   ,0.44388339998625192528,0.20402297347189224386
cand_12_sv:-0.0154 ,0.014465120368747811513,-0.28843955394982728757
cand_12_sv:0.00307 ,0.039506451792929088429,-0.25740316783375455367
cand_12_sv:0.0307  ,0.077068448929201005537,-0.21084858865964542507
cand_12_sv:0.154   ,0.24401065842374281001,-0.0039393478858270603027
cand_12_sv:0.307   ,0.45268842029192007947,0.25469720308144588872
cand_15_sv:-0.0154 ,-0.065391693027484182332,-0.38303350467999291995
cand_15_sv:0.00307 ,-0.039303039689379419552,-0.35097293504975812795
cand_15_sv:0.0307  ,-0.00017005968222226497399,-0.30288208060440602321
cand_15_sv:0.154   ,0.17375429590514285261,-0.089144949736174317056
cand_15_sv:0.307   ,0.39115974038934925305,0.17802646384911530175
cand_17_sv:-0.0154 ,0.089582767634947102486,-0.2919054618690015146
cand_17_sv:0.00307 ,0.11135203642077069752,-0.2600960996066976616
cand_17_sv:0.0307  ,0.14400593959950608314,-0.21238205621324193761
cand_17_sv:0.154   ,0.28913439817166330936,-0.00031964113121646375859
cand_17_sv:0.307   ,0.47054497138685985602,0.2647583777213153855
cand_18_sv:-0.0154 ,-0.18229922625077885079,-0.53102451697373642681
cand_18_sv:0.00307 ,-0.15477103486000187704,-0.497387345031542083
cand_18_sv:0.0307  ,-0.11347874777383640255,-0.44693158711825059504
cand_18_sv:0.154   ,0.070042528164676820523,-0.22268377417028856202
cand_18_sv:0.307   ,0.29944412308781831467,0.057625992014664007002
cand_19_sv:-0.0154 ,0.095458026448005273146,-0.20448793632933001674
cand_19_sv:0.00307 ,0.11916774138585128906,-0.17427263525675584788
cand_19_sv:0.0307  ,0.15473231379262031293,-0.12894968364789458071
cand_19_sv:0.154   ,0.31279708004492706719,0.072485656835933193198
cand_19_sv:0.307   ,0.51037803786031055164,0.3242798324407178967
cand_base_sv:-0.0154 ,0.15840143180274501855,-0.14739086288409605774
cand_base_sv:0.00307 ,0.17847862441169459746,-0.11595122732336746174
cand_base_sv:0.0307  ,0.20859441332511899359,-0.068791773982274567745
cand_base_sv:0.154   ,0.34244236405144956592,0.14080579642258272965
cand_base_sv:0.307   ,0.50975230245936287155,0.40280275942865434446
