real_name,constraint1,constraint2,obs
0,1.4334785100000000391,0.79619495399999995477,42.846374599999997201
1,-5.7907536999999997818,0.93886944299999997021,3228.5362700000000586
2,1.1712322200000000461,1.4892061500000000063,107.18421700000000385
3,3.5774307499999999926,0.90911023300000004532,10.195395400000000663
4,7.1500000000000003553,1.1000000000000000888,707.20000000000004547
5,-3.9309436999999998186,1.7203635600000000139,927.59790299999997387
6,-2.9193367299999999354,1.533131650000000068,290.80685899999997446
7,6.6177492000000004424,0.30162379999999999747,1016.5575099999999793
8,-5.3260859900000001588,1.6358710100000000143,2722.1953100000000632
9,-5.3370541700000000418,1.6194187399999999677,2733.6495300000001407
10,7.1500000000000003553,1.1000000000000000888,707.20000000000004547
11,1.4947368800000000455,1.022756570000000087,64.039553799999993089
12,-5.6835307799999998934,1.0997038199999999986,3107.8645400000000336
13,-3.0553192600000000922,1.4179687100000000211,342.58354600000001255
14,-5.0116470099999999022,2.1075294900000001164,2404.0543400000001384
15,-6.1761418199999997825,0.36078727500000001838,3681.2476499999997941
16,-5.8531754200000003507,0.84523687599999997033,3299.8463900000001559
17,7.1500000000000003553,1.1000000000000000888,707.20000000000004547
18,7.1181946900000001577,1.0522920300000000449,724.09436300000004394
19,-3.752191040000000033,1.7295324000000000808,782.54969400000004498
base,-1.0183462800000000481,1.3627355299999999172,0.21527449800000000857
