real_name,constraint,obs
dv_cand_sv:2.2e-07 ,-2.24431,346.899
dv_cand_sv:1.1e-05 ,-2.24658,347.745
dv_cand_sv:2.2e-05 ,-2.2489,348.608
dv_cand_sv:5.5e-05 ,-2.25585,351.206
dv_cand_sv:0.00011 ,-2.26743,355.557
dv_cand_sv:0.00022 ,-2.2906,364.339
dv_cand_sv:0.0011  ,-2.47594,438.46
dv_cand_sv:0.00165 ,-2.59178,488.275
dv_cand_sv:0.0022  ,-2.61813,499.978
dv_cand_sv:0.022   ,-2.6184,499.997
dv_cand_sv:0.044   ,-2.6187,500.019
dv_cand_sv:0.11    ,-2.6196,500.085
dv_cand_sv:0.22    ,-2.62109,500.195
