real_name,constraint,obs
0,-1.40707,39.7613
1,-0.976218,47.8906
2,-0.473108,1.01703
3,-0.343172,11.384
4,-0.296592,75.9847
5,-0.0351317,18.7998
6,-0.430498,59.4791
7,-0.888307,6.89786
8,-1.43915,107.746
9,-2.09701,109.966
10,-1.05437,42.1212
11,-0.0928839,8.15068
12,1.26307,39.3261
13,-1.88401,65.8709
14,-0.880339,0.514977
15,-0.94785,56.3603
16,-0.896491,4.44944
17,-0.918091,32.9055
18,-1.30424,91.4615
19,0.225145,5.16886
20,-1.27723,18.6135
21,-0.108853,26.9878
22,-0.17079,3.39585
23,0.626342,2.02093
24,-0.104963,67.1349
25,-0.555144,6.3449
26,-0.437889,4.08417
27,-0.867012,26.2931
28,-0.685384,8.35176
29,-0.584526,0.812366
30,-0.499979,100.831
31,-0.930096,10.0859
32,-0.779028,2.58791
33,-0.89805,35.0687
34,-2.1865,144.296
35,-0.757506,2.4635
36,-2.31556,157.776
37,-0.674881,9.10544
38,-0.561533,2.53465
39,-2.35301,128.778
40,-2.57005,186.744
41,-1.39019,87.6632
42,0.0323443,18.9033
43,-1.26915,29.3495
44,-0.132975,3.45075
45,-0.118088,7.34552
46,-1.01195,72.8796
47,-1.60956,83.7478
48,-1.6193,72.2419
49,-0.282921,5.05449
50,-1.5038,45.8541
51,-2.57366,202.012
52,-3.03887,328.159
53,-0.430356,10.2507
54,-1.14907,48.2965
55,-0.889082,87.0384
56,-2.38091,142.385
57,-0.364427,0.67816
58,0.0151654,59.239
59,-1.22331,71.3209
60,0.812411,1.73121
61,-2.87905,260.329
62,-0.143707,2.49679
63,-1.01989,22.639
64,-2.09307,111.049
65,1.20592,2.46442
66,-1.99011,120.135
67,-0.633361,1.0394
68,-0.802269,35.7444
69,0.0705115,17.5023
70,-0.488413,15.3451
71,0.438372,18.0578
72,-0.671756,10.7006
73,-0.336893,15.6322
74,-2.05301,125.275
75,-1.87562,49.2208
76,-2.08415,85.3266
77,-1.04494,25.4117
78,0.181057,5.91721
79,-1.3512,53.6914
80,-0.035034,29.7726
81,0.0647817,7.92658
82,-1.02002,72.3709
83,-1.89156,89.2308
84,-1.62472,24.0557
85,-2.20791,104.804
86,-0.433568,82.754
87,-0.493481,16.1957
88,-0.700415,38.6263
89,-0.902192,28.9838
90,-1.03602,67.1476
91,-1.10172,11.7977
92,-1.56126,120.131
93,-2.16981,132.094
94,0.0552461,16.3077
95,0.379388,3.52548
96,0.745453,11.2602
97,-0.632922,40.5643
98,-0.293755,17.037
base,-0.686752,15.1031
