real_name,par1,par2
dv_cand_sv:9.18e-17,0.040439,-0.00320663
dv_cand_sv:9.18e-16,0.040439,-0.00320663
dv_cand_sv:4.59e-15,0.040439,-0.00320663
dv_cand_sv:9.18e-15,0.040439,-0.00320663
dv_cand_sv:2.29e-14,0.040439,-0.00320663
dv_cand_sv:4.59e-14,0.040439,-0.00320663
dv_cand_sv:9.18e-14,0.040439,-0.00320663
dv_cand_sv:4.59e-13,0.040439,-0.00320663
dv_cand_sv:6.88e-13,0.040439,-0.00320663
dv_cand_sv:9.18e-13,0.040439,-0.00320663
dv_cand_sv:2.29e-12,0.040439,-0.00320663
dv_cand_sv:4.59e-12,0.040439,-0.00320663
dv_cand_sv:9.18e-12,0.040439,-0.00320663
dv_cand_sv:1.84e-11,0.040439,-0.00320663
dv_cand_sv:4.59e-11,0.040439,-0.00320663
dv_cand_sv:9.18e-11,0.040439,-0.00320664
