real_name,constraint,obs
0,1.85564,805.615
1,3.26615,4266.3
2,2.88419,670.938
3,1.85152,506.875
4,-0.664839,425.991
5,-0.104866,82.5238
6,0.514349,1341.02
7,1.25897,2088.86
8,-0.69217,16.6819
9,-0.557436,276.547
10,-2.08649,295.001
11,3.35508,414.377
12,1.53023,1886.07
13,4.25742,3071.19
14,3.07019,4525.82
15,2.03753,94.6114
16,3.67604,3748.29
17,4.27898,572.926
18,0.313936,217.117
19,1.96326,23.3986
20,0.951046,567.002
21,3.84251,1854.17
22,-3.26862,432.899
23,-1.26532,0.130056
24,-1.46797,45.8295
25,-1.66729,510.509
26,-0.573621,424.863
27,1.98983,3220.34
28,3.23979,4300.76
base,2,777.049
