real_name,par1,par2
0,-0.879728,-0.852807
1,0.101447,-0.366858
2,-1.10689,-0.213762
3,-0.916287,-0.66883
4,-0.27593,-1.67119
5,-0.265646,-0.777252
6,-0.483003,-1.78599
7,-0.410549,-1.55512
8,0.14774,-0.374851
9,-0.263729,-1.40109
10,0.338227,-1.59245
11,-1.22846,0.215628
12,-0.528063,-1.36475
13,-0.543127,0.255354
14,0.241419,-0.482677
15,-0.353885,1.15565
16,-0.17794,-0.11693
17,-1.38052,0.653616
18,-0.502624,-1.01345
19,-0.78023,0.186569
20,-0.711411,-1.16275
21,-0.941254,0.0461417
22,1.08,-1.23039
23,0.935883,0.840298
24,0.462487,-0.468848
25,0.0386164,-2.04239
26,-0.303385,-1.64072
27,-0.125029,-1.2058
28,0.120031,-0.382573
base,-0.914178,-0.760106
