real_name,par1,par2
0,-1.31429,-1.10152
1,-2.2,-1.68385
2,-1.46889,-0.420812
3,-1.18971,-0.825315
4,-0.505718,-1.8027
5,-0.310161,-0.802729
6,-1.20638,-2.2
7,-1.53732,-2.2
8,0.138742,-0.380001
9,-0.412904,-1.48647
10,0.179098,-1.68352
11,-1.45211,0.0878289
12,-1.54545,-1.94702
13,-2.2,-0.692582
14,-2.2,-1.87981
15,-0.404924,1.12645
16,-2.2,-1.27396
17,-1.68979,0.476957
18,-0.619741,-1.08048
19,-0.792852,0.179346
20,-1.01726,-1.3378
21,-1.94161,-0.526112
22,0.846482,-1.36403
23,0.935813,0.840258
24,0.437766,-0.482997
25,-0.236762,-2.2
26,-0.532564,-1.77189
27,-1.86214,-2.2
28,-2.2,-1.71021
base,-1.33333,-1
