real_name,constraint,obs
0,0.585223,48.8309
1,-0.35462,5.78073
2,1.56062,21.2272
3,0.83446,43.1426
4,-0.672433,113.086
5,-0.242448,49.1756
6,-0.472784,109.62
7,-0.406591,103.163
8,-0.738845,15.1853
9,-0.639934,98.6201
10,-1.35807,82.8829
11,2.27718,13.099
12,-0.141644,90.6412
13,1.63029,2.57786
14,-0.781403,13.2318
15,1.03607,135.086
16,0.503749,1.63986
17,2.99113,6.16967
18,0.0208271,73.3761
19,1.86918,14.4575
20,0.124434,72.9969
21,2.01106,26.4432
22,-0.701657,2.98828
23,-1.26919,0.152237
24,-1.50334,39.9673
25,-0.872528,106.963
26,-0.628278,112.319
27,-0.697861,76.0803
28,-0.414851,6.40912
29,-0.654148,120.055
30,1.64568,25.047
31,-0.478115,38.8921
32,-1.07743,49.7684
33,3.33684,13.4164
34,-0.693176,81.9078
35,-1.07152,49.821
36,0.0766401,73.7895
37,0.92645,2.42049
38,0.238843,35.6575
39,-0.544206,115.091
40,2.07488,28.3448
41,0.320747,67.677
42,1.79233,8.13445
43,3.51527,17.1192
44,0.702319,53.9959
45,-0.324518,100.83
46,-1.44184,39.4415
47,-2.15371,117.73
48,-0.0970627,80.8212
base,0.736139,44.3361
