real_name,constraint,obs
0,2.57674,205.58
1,-0.297736,5.22686
2,3.42509,191.54
3,2.63274,183.225
4,0.575332,130.929
5,0.207861,48.2883
6,1.48335,207.122
7,0.991563,146.99
8,-0.619581,12.5492
9,0.350954,103.173
10,-0.820135,56.8019
11,3.91144,166.463
12,1.31259,153.57
13,1.68284,2.57737
14,-0.667425,10.6961
15,2.52133,158.345
16,0.525486,1.6504
17,4.64877,171.444
18,0.984286,100.83
19,2.04903,19.0896
20,1.94631,186.666
21,2.65157,62.4686
22,-0.680054,3.40455
23,-1.2617,0.106766
24,-1.26067,25.5498
25,0.0696327,99.7679
26,0.637498,134.204
27,-0.0512013,68.4101
28,-0.343449,5.62645
29,0.856171,159.509
30,3.24629,163.842
31,2.10955,270.266
32,-0.734534,36.926
33,3.54644,22.5583
34,0.0105644,75.414
35,-0.715648,36.6946
36,1.04524,104.292
37,0.963922,2.47777
38,0.74131,53.4153
39,1.41236,207.964
40,3.01654,98.3508
41,1.55838,126.981
42,1.86191,9.17621
43,3.95119,45.9871
44,2.1529,149.116
45,1.27386,168.181
46,-1.19562,25.7357
47,1.03171,336.571
48,0.936216,109.715
base,2.69297,204.244
