real_name,obj,g1,g2,g3,g4,g5,g6,g7,g8
0,103.70139984863918414,-13.596229360999984692,0.72685073999999261218,0.19038519939999787312,0.13846227120754406315,-9.7625862800594767066,9.4584887220984139589,4.6416730585128362918,-28.119512769102225747
3,119.05518835862216065,-16.946233927999998059,-15.247821985999998162,5.3144787008000022865,-1.2016857091302455274,-20.20543122344073339,6.687185989360481031,6.1356487604378600054,14.698578240377333515
4,189.16288354957842444,-10.612756852999993384,1.1628442369999980599,3.0205831455999980761,-74.873625833654884332,-30.291024038140548669,7.2344877474354314373,10.745579441810114929,-32.78669243959363655
5,95.83689942111213611,-4.3019196139999991146,0.9888840029999954595,2.9491031258000042214,-28.032685889226598874,-4.4695044878420731038,3.7653185466460641351,-8.594385877444299382,-13.445217876350987751
6,206.05890277727297644,-16.62712681399999326,-30.275967515999997914,3.6479534187999984596,6.6942456734209940805,-6.2287995152815369693,10.318887536244641723,3.1706812681167946266,-29.742156863039742376
8,127.93575950163251775,-5.0533228440000073078,-27.440510759000005692,5.1854867292000044188,-24.987060982697514078,-3.4082782175528976154,1.5650168929389356443,-6.056066428020638881,-14.938518072050634089
10,98.746292528338756256,-7.7682523999999801845,-8.0993167439999993462,0.44226341919999612173,-2.5003143443693716108,-10.67643051997548298,6.8337486829993228099,1.8799442250642925956,5.9007247119974124416
12,91.092939065745781591,-5.4659721590000032165,1.0978089099999976952,1.5788954304000029083,-3.2589016535305290745,-1.0528633722701670195,8.4782471373356180777,-0.89668835994962492464,15.902992651368052179
13,92.199195899962873568,-13.644624664999994934,1.271651997999999395,2.6735506371999964159,2.7363988308722326792,-1.0277591835893673533,13.854345845934501469,2.493104290206211715,-29.751013473964178502
14,67.709411289026633085,-1.6757698150000095438,0.9348385609999994017,3.0359912173999994423,-0.77177521860542697141,-0.55827023604463477113,11.935338165084440121,0.18396256427078228057,-0.92858750548325019736
15,160.45371014564091183,-4.0657259049999936451,-50.511753440999996201,2.0560534394000029579,-30.227941235568891898,-3.303966646256697004,-0.01701570195394364049,-9.6549115815744883662,-5.7446564327372371395
16,205.88384515340169401,-22.134108714999982226,-32.354600241999996513,6.9364202740000031611,-2.6358234181078898928,-35.151929412071417858,3.9338915940263996518,11.53691559190615834,-31.76090692690005568
17,75.187830959800479036,-0.35102548899999419518,0.98915752300000647779,3.1468625177999918208,-6.1795692781868751808,0.76453700226217335967,4.3148698574411348261,-3.2917350352732341889,-31.922109964756813838
18,89.63918741993396111,-2.2748495520000062697,0.66734645200000386467,2.8188487185999981932,-17.284348749458771977,0.065871849548670979857,10.348302370845431142,0.61479524858589940095,-24.530111275785216662
19,103.48405073606988935,-4.7642452139999988958,0.17333491600000172639,2.8823069476000000577,4.9969733557517912459,-1.1346942958878827312,17.310424147400752304,3.4858363266179495099,-27.610804237037811504
base,52.959914071948155367,-0.51441426499999920452,0.56834723800000119809,0.6502010093999963658,-1.9865328273010334215,-3.130268494660271017,8.4313390796623401968,-0.51936290569276266638,-31.562806152130814752
