real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,7.0391787782222703385,0.1896500677324639561,9.7419202421315720386,5.648969500758049378,7.8458286366160177039,1.1104668057410074233,2.1729523027118249345,8.3972411048516111265,5.3715765100665233689,9.6333676990466301504
1,0.68828746759658421261,3.5412141322089212281,6.2849177954385098133,3.1932099096576855857,5.9947113683178683274,-0.32865955480045405679,1.8300424320812962442,7.5135695270522679934,7.8976284131882028561,2.1428277610880730464
2,3.9398020940113367416,4.2428437777902434647,10,5.25050631937121004,5.0301842209919565008,-0.70890597194086524269,1.6893311981342677974,10,8.7806174292330911868,5.3499241833131998547
3,-2.7174929627362329754,1.4426175409526762472,10,2.6337978812967994813,3.8862001426615031541,-1.4394513840149389949,0.24966582407712845093,10,8.1632451734411102251,4.5442569892133910514
4,1.7741117249664370981,-1.1047764349993998145,6.1358243220422332698,9.3431566689136431592,1.7279229222393788223,-3.977440901657355532,-1.276232153236407818,10,8.3794703756446473619,5.7265689307653868667
5,6.6929697522542186405,5.40314765964357413,8.0965571640154578859,5.5727424943522434475,1.2032436030328823584,-3.8600709640963368763,-1.70550266351251123,8.0526607976424191548,8.6179473612937975702,8.3582665600847114717
6,-0.0019724931651357024975,0.33336102923759014516,10,8.937503439157838514,6.8057533056632886215,-0.91886260018558019169,3.0278701770300138207,10,10,7.2361603200103656874
7,0.31131992081294246333,5.7359294500013859874,10,5.7242671820811832362,2.9087437884717313175,-1.206510429841003873,0.5477444936164160838,7.7383164540953970345,7.1201965137530152106,6.646173898581039019
8,4.7416277187145663419,8.2866686068376917973,10,2.7570926477052175585,4.2460112659510329536,-1.8099958916818716936,2.1062742192607446512,10,9.7432416522228315614,5.8157598288631033867
9,0.88424524013247252086,3.1564768345859617327,10,5.7943364313388068254,6.4961321894275174671,-2.5359729167894755619,-2.8875856596365085949,10,6.9932058476927236867,7.4504509783106422915
10,0.89754769651009791431,1.5546951448085128966,10,4.8468978933378918939,2.4443860607427314591,-0.019359350331199620676,1.6333669568819519924,10,6.4410578586424431791,3.5638868627441988579
12,1.2025123777995605501,0.32629043988181871683,9.8936297341249321846,5.0387901540496420338,4.8938989433188124778,-0.74187818022859441935,-0.60418839231020404767,10,6.3261432499645948724,3.9483868978563663177
13,1.2532929531564689363,2.8869260243701457824,9.8922429726769554037,5.3913532380321962378,2.7025159356628574159,-2.5182974206665567074,0.31071108129499303008,8.2700955484741189849,10,8.6317367600664542948
14,3.5271456178432156747,4.2986313099260460291,7.6565543136961080606,2.679109711461252985,5.8453389581494326066,-3.3234666266066925644,0.13704270821769548583,10,8.6150315696535333387,4.8625761211328377698
15,4.7709737912492009571,7.6946213634651225988,9.5493079720827029888,4.1002457689844939992,4.9375961084553416924,-2.2593842206705412323,3.3975341439933246512,8.6961650492569599891,7.0739939763150498919,10
16,-3.5611522849307064575,1.5477029125630032969,10,6.1777638452719507711,3.7309667689209939923,-1.765023473717528546,0.76274000786902196314,10,9.7094233887578091924,7.8623102815498047136
17,6.3865666612636253774,5.31346185717237951,9.1357974415596245876,4.7358998865842014681,5.8186384192728599629,0.43889576587140644026,-0.81740401353812641716,10,9.0170755944523381942,9.2034339887670650882
18,1.6362594620908210707,2.6567119066522719706,8.1042940715177564925,5.7578933447315456817,3.1120781278572158257,-1.5314360007338589931,0.47446850446728422446,10,10,4.1503505427602211952
19,1.8187405743674927017,2.6838392218307327575,9.4036607979854434092,5.7481667464151238178,5.8919671380430598262,-3.2269185615767854713,1.1162154677266824532,10,10,8.4300722747894063502
base,2.4199999999999999289,3.2799999999999998046,8.7899999999999991473,5.0199999999999995737,3.4399999999999999467,-0.9000000000000000222,0.75,9.7699999999999995737,7.7900000000000000355,7.0700000000000002842
